Question,Answer
"# Translate:

sensory

## Footnote

This is a sensory test.","сенсорный

## Footnote

Это сенсорный тест."
"# Translate:

fauna

## Footnote

The fauna here is rich.","фауна

## Footnote

Фауна здесь богатая."
"# Translate:

irreconcilable

## Footnote

He is an irreconcilable enemy.","непримиримый

## Footnote

Он непримиримый враг."
"# Translate:

to warm up

## Footnote

I want to warm up.","согреться

## Footnote

Я хочу согреться."
"# Translate:

General Staff

## Footnote

He works at the General Staff.","генштаб

## Footnote

Он работает в генштабе."
"# Translate:

to applaud

## Footnote

They began to applaud.","аплодировать

## Footnote

Они начали аплодировать."
"# Translate:

to put under

## Footnote

He put a book under the pillow.","подложить

## Footnote

Он подложил книгу под подушку."
"# Translate:

seductive

## Footnote

Her voice was seductive.","соблазнительный

## Footnote

Её голос был соблазнительным."
"# Translate:

saturate

## Footnote

Rain will saturate the earth.","пропитать

## Footnote

Дождь пропитает землю."
"# Translate:

wax

## Footnote

She used wax for the candles.","воск

## Footnote

Она использовала воск для свечей."
"# Translate:

unheard-of

## Footnote

This is an unheard-of success.","неслыханный

## Footnote

Это неслыханный успех."
"# Translate:

restrained

## Footnote

Her answer was restrained.","сдержанный

## Footnote

Её ответ был сдержанным."
"# Translate:

sauna

## Footnote

I was in the sauna yesterday.","сауна

## Footnote

Я был в сауне вчера."
"# Translate:

high-rise

## Footnote

I live in a high-rise building.","высотный

## Footnote

Я живу в высотном доме."
"# Translate:

authenticity

## Footnote

They checked the authenticity.","подлинность

## Footnote

Они проверили подлинность."
"# Translate:

regarding

## Footnote

I wrote regarding this question.","касательно

## Footnote

Я писал касательно этого вопроса."
"# Translate:

pasture

## Footnote

Cows are in the pasture.","пастбище

## Footnote

Коровы на пастбище."
"# Translate:

explainable

## Footnote

This is explainable.","объяснимый

## Footnote

Это объяснимо."
"# Translate:

comic book

## Footnote

I love reading comic books.","комикс

## Footnote

Я люблю читать комиксы."
"# Translate:

seduce

## Footnote

She wanted to seduce him.","соблазнить

## Footnote

Она хотела соблазнить его."
"# Translate:

to fall down

## Footnote

He fell down on the floor.","упасть

## Footnote

Он упал на пол."
"# Translate:

lotus

## Footnote

The lotus blooms in the water.","лотос

## Footnote

Лотос цветёт в воде."
"# Translate:

localization

## Footnote

The localization of the text is ready.","локализация

## Footnote

Локализация текста готова."
"# Translate:

pre-war

## Footnote

This is a pre-war house.","довоенный

## Footnote

Это довоенный дом."
"# Translate:

encoding

## Footnote

The encoding of the text is ready.","кодирование

## Footnote

Кодирование текста готово."
"# Translate:

consecrate

## Footnote

They will consecrate the church.","освятить

## Footnote

Они освятят церковь."
"# Translate:

taboo

## Footnote

Talking about this is a taboo.","табу

## Footnote

Говорить об этом — это табу."
"# Translate:

futile

## Footnote

His attempt was futile.","тщетный

## Footnote

Его попытка была тщетной."
"# Translate:

debauchery

## Footnote

He lives in debauchery.","разврат

## Footnote

Он живёт в разврате."
"# Translate:

voivode

## Footnote

The voivode led the army.","воевода

## Footnote

Воевода вёл армию."
"# Translate:

selfless

## Footnote

She is a selfless woman.","бескорыстный

## Footnote

Она бескорыстная женщина."
"# Translate:

offender

## Footnote

He is the offender.","обидчик

## Footnote

Он обидчик."
"# Translate:

gravitate

## Footnote

They gravitate to him.","тяготеть

## Footnote

Они тяготеют к нему."
"# Translate:

to call names

## Footnote

He called him names.","обозвать

## Footnote

Он обозвал его."
"# Translate:

pornography

## Footnote

He writes about pornography.","порнография

## Footnote

Он пишет о порнографии."
"# Translate:

gray hair

## Footnote

He has gray hair.","седина

## Footnote

У него седина."
"# Translate:

anticipation

## Footnote

I felt anticipation.","предвкушение

## Footnote

Я чувствовал предвкушение."
"# Translate:

to graze

## Footnote

Cows love to graze in the field.","пастись

## Footnote

Коровы любят пастись на поле."
"# Translate:

trigger

## Footnote

He held the trigger.","курок

## Footnote

Он держал курок."
"# Translate:

discord

## Footnote

There is discord among them.","рознь

## Footnote

Среди них есть рознь."
"# Translate:

comic

## Footnote

The story is comic.","комический

## Footnote

История комическая."
"# Translate:

plenarium

## Footnote

The plenarium is important.","пленум

## Footnote

Пленум важен."
"# Translate:

to fuck

## Footnote

He wants to fuck her.","трахнуть

## Footnote

Он хочет её трахнуть."
"# Translate:

perversion

## Footnote

This is a perversion.","извращение

## Footnote

Это извращение."
"# Translate:

stony

## Footnote

The path was stony.","каменистый

## Footnote

Путь был каменистый."
"# Translate:

fragrant

## Footnote

The flowers are fragrant.","душистый

## Footnote

Цветы душистые."
"# Translate:

atmospheric

## Footnote

This movie is atmospheric.","атмосферный

## Footnote

Этот фильм атмосферный."
"# Translate:

broth

## Footnote

I like broth.","бульон

## Footnote

Я люблю бульон."
"# Translate:

theological

## Footnote

He reads theological books.","богословский

## Footnote

Он читает богословские книги."
"# Translate:

bureaucrat

## Footnote

He is a bureaucrat.","бюрократ

## Footnote

Он бюрократ."
"# Translate:

building up

## Footnote

The building up of the army is important.","наращивание

## Footnote

Наращивание армии важно."
"# Translate:

to design

## Footnote

He wants to design a new machine.","сконструировать

## Footnote

Он хочет сконструировать новую машину."
"# Translate:

subsistence

## Footnote

The subsistence minimum grew.","прожиточный

## Footnote

Прожиточный минимум вырос."
"# Translate:

verdict

## Footnote

The verdict was clear.","вердикт

## Footnote

Вердикт был ясный."
"# Translate:

whirlpool

## Footnote

The boat is near the whirlpool.","водоворот

## Footnote

Лодка рядом с водоворотом."
"# Translate:

greenish

## Footnote

The walls were greenish.","зеленоватый

## Footnote

Стены были зеленоватыми."
"# Translate:

semantics

## Footnote

He knows semantics.","семантика

## Footnote

Он знает семантику."
"# Translate:

to color

## Footnote

She will color the picture.","раскрасить

## Footnote

Она раскрасит картину."
"# Translate:

submission

## Footnote

He showed submission.","покорность

## Footnote

Он показал покорность."
"# Translate:

port wine

## Footnote

She likes port wine.","портвейн

## Footnote

Она любит портвейн."
"# Translate:

rapist

## Footnote

The rapist is in prison.","насильник

## Footnote

Насильник в тюрьме."
"# Translate:

vulgarity

## Footnote

I hate this vulgarity.","пошлость

## Footnote

Я ненавижу эту пошлость."
"# Translate:

gym

## Footnote

I go to the gym.","спортзал

## Footnote

Я хожу в спортзал."
"# Translate:

destroyer

## Footnote

The destroyer is at sea.","эсминец

## Footnote

Эсминец в море."
"# Translate:

arterial

## Footnote

Arterial blood is red.","артериальный

## Footnote

Артериальная кровь красная."
"# Translate:

to be bought

## Footnote

These books should be bought.","купить

## Footnote

Эти книги надо купить."
"# Translate:

to be lucky

## Footnote

I was lucky yesterday.","посчастливиться

## Footnote

Мне посчастливилось вчера."
"# Translate:

handcuff

## Footnote

The handcuff was new.","наручник

## Footnote

Наручник был новым."
"# Translate:

horned

## Footnote

The horned animal is large.","рогатый

## Footnote

Рогатое животное большое."
"# Translate:

boiler room

## Footnote

The boiler room is hot.","котельная

## Footnote

Котельная горячая."
"# Translate:

sewing

## Footnote

This is sewing work.","швейный

## Footnote

Это швейная работа."
"# Translate:

bequeath

## Footnote

He will bequeath the house to his son.","завещать

## Footnote

Он завещает дом сыну."
"# Translate:

urinary

## Footnote

This is a urinary problem.","мочевой

## Footnote

Это мочевая проблема."
"# Translate:

pea

## Footnote

I eat pea soup.","горох

## Footnote

Я ем суп с горохом."
"# Translate:

unshaven

## Footnote

He looks unshaven.","небритый

## Footnote

Он выглядит небритым."
"# Translate:

gendarme

## Footnote

The gendarme is here.","жандарм

## Footnote

Жандарм здесь."
"# Translate:

donor

## Footnote

He is a blood donor.","донор

## Footnote

Он донор крови."
"# Translate:

Irishman

## Footnote

The Irishman lives here.","ирландец

## Footnote

Ирландец живет здесь."
"# Translate:

optimize

## Footnote

We must optimize the work.","оптимизировать

## Footnote

Мы должны оптимизировать работу."
"# Translate:

twig

## Footnote

A bird sat on the twig.","веточка

## Footnote

Птица сидела на веточке."
"# Translate:

climatic

## Footnote

Climatic change is slow.","климатический

## Footnote

Климатическое изменение медленное."
"# Translate:

perish

## Footnote

Many soldiers will perish.","сгинуть

## Footnote

Многие солдаты сгинут."
"# Translate:

gardener

## Footnote

The gardener works in the garden.","садовник

## Footnote

Садовник работает в саду."
"# Translate:

designing

## Footnote

Designing takes time.","конструирование

## Footnote

Конструирование занимает время."
"# Translate:

convex

## Footnote

The glass is convex.","выпуклый

## Footnote

Стекло выпуклое."
"# Translate:

caustic

## Footnote

The caustic smoke is bad.","едкий

## Footnote

Едкий дым плохой."
"# Translate:

flaw

## Footnote

I see a flaw here.","изъян

## Footnote

Я вижу изъян здесь."
"# Translate:

hertz

## Footnote

This sound is one hertz.","герц

## Footnote

Этот звук — один герц."
"# Translate:

solitude

## Footnote

I need solitude.","уединение

## Footnote

Мне нужно уединение."
"# Translate:

to camouflage

## Footnote

They will camouflage the car.","замаскировать

## Footnote

Они замаскируют машину."
"# Translate:

whiteness

## Footnote

I like the whiteness of the snow.","белизна

## Footnote

Мне нравится белизна снега."
"# Translate:

stationery

## Footnote

I need stationery.","канцелярские принадлежности

## Footnote

Мне нужны канцелярские принадлежности."
"# Translate:

self-determination

## Footnote

I want self-determination.","самоопределение

## Footnote

Я хочу самоопределение."
"# Translate:

soak

## Footnote

Don't soak the bread.","мочить

## Footnote

Не мочи хлеб."
"# Translate:

to fasten

## Footnote

Please fasten your coat.","застегнуть

## Footnote

Пожалуйста, застегните пальто."
"# Translate:

small in number

## Footnote

Our group is small in number.","малочисленный

## Footnote

Наша группа малочисленна."
"# Translate:

bounce off

## Footnote

The stone will bounce off the wall.","отскочить

## Footnote

Камень отскочит от стены."
"# Translate:

pre-death

## Footnote

This is his pre-death letter.","предсмертный

## Footnote

Это его предсмертное письмо."
"# Translate:

mandate

## Footnote

He received a mandate.","мандат

## Footnote

Он получил мандат."
"# Translate:

in a flash

## Footnote

He left in a flash.","мигом

## Footnote

Он мигом ушел."
"# Translate:

slender

## Footnote

He is a slender man.","худощавый

## Footnote

Он худощавый человек."
"# Translate:

to burst out laughing

## Footnote

She burst out laughing.","захохотать

## Footnote

Она захохотала."
"# Translate:

metallurgical

## Footnote

He works at a metallurgical plant.","металлургический

## Footnote

Он работает на металлургическом заводе."
"# Translate:

recreate

## Footnote

They will recreate the old house.","воссоздать

## Footnote

Они воссоздадут старый дом."
"# Translate:

lilac

## Footnote

She has a lilac dress.","лиловый

## Footnote

У неё лиловое платье."
"# Translate:

epic

## Footnote

This book is an epic.","эпопея

## Footnote

Эта книга — эпопея."
"# Translate:

mourning

## Footnote

She wore a mourning dress.","траурный

## Footnote

Она надела траурное платье."
"# Translate:

stamping

## Footnote

I heard the stamping.","топот

## Footnote

Я слышал топот."
"# Translate:

to tire

## Footnote

This work will tire me.","утомить

## Footnote

Эта работа утомит меня."
"# Translate:

toolkit

## Footnote

I need a new toolkit.","набор инструментов

## Footnote

Мне нужен новый набор инструментов."
"# Translate:

to slide down

## Footnote

The snow will slide down the roof.","сползать

## Footnote

Снег будет сползать с крыши."
"# Translate:

chivalrous

## Footnote

He is a chivalrous man.","рыцарский

## Footnote

Он рыцарский человек."
"# Translate:

mane

## Footnote

The horse has a big mane.","грива

## Footnote

У лошади большая грива."
"# Translate:

biographical

## Footnote

This is a biographical book.","биографический

## Footnote

Это биографическая книга."
"# Translate:

expire

## Footnote

The time will expire tomorrow.","истечь

## Footnote

Время истечет завтра."
"# Translate:

unremarkable

## Footnote

His work is unremarkable.","заурядный

## Footnote

Его работа заурядна."
"# Translate:

small suitcase

## Footnote

She took a small suitcase.","чемоданчик

## Footnote

Она взяла чемоданчик."
"# Translate:

tape measure

## Footnote

I lost my tape measure.","рулетка

## Footnote

Я потерял свою рулетку."
"# Translate:

nineteenth

## Footnote

This is the nineteenth day.","девятнадцатый

## Footnote

Это девятнадцатый день."
"# Translate:

rink

## Footnote

The rink is large.","каток

## Footnote

Каток большой."
"# Translate:

shootout

## Footnote

The shootout was short.","перестрелка

## Footnote

Перестрелка была короткой."
"# Translate:

adverb

## Footnote

""Quickly"" is an adverb.","наречие

## Footnote

«Быстро» — это наречие."
"# Translate:

crumpled

## Footnote

This paper is crumpled.","мятый

## Footnote

Этот лист мятый."
"# Translate:

to serve (time)

## Footnote

He must serve time.","отбывать

## Footnote

Он должен отбывать срок."
"# Translate:

relentless

## Footnote

He is a relentless man.","неумолимый

## Footnote

Он неумолимый человек."
"# Translate:

coachman

## Footnote

The coachman waited.","кучер

## Footnote

Кучер ждал."
"# Translate:

cloth

## Footnote

She bought red cloth.","ткань

## Footnote

Она купила красную ткань."
"# Translate:

irreversible

## Footnote

This change is irreversible.","необратимый

## Footnote

Это изменение необратимо."
"# Translate:

above-mentioned

## Footnote

Read the above-mentioned letter.","вышеуказанный

## Footnote

Читайте вышеуказанное письмо."
"# Translate:

cane

## Footnote

He walks with a cane.","трость

## Footnote

Он ходит с тростью."
"# Translate:

seminary

## Footnote

He is at the seminary.","семинария

## Footnote

Он в семинарии."
"# Translate:

intangible

## Footnote

This is an intangible thing.","нематериальный

## Footnote

Это нематериальная вещь."
"# Translate:

little book

## Footnote

I read this little book.","книжечка

## Footnote

Я читал эту книжечку."
"# Translate:

to set out

## Footnote

They set out in the morning.","отправиться

## Footnote

Они отправились утром."
"# Translate:

forester

## Footnote

The forester lives in the forest.","лесник

## Footnote

Лесник живет в лесу."
"# Translate:

basketball

## Footnote

I play basketball.","баскетбол

## Footnote

Я играю в баскетбол."
"# Translate:

curly

## Footnote

She has curly hair.","кудрявый

## Footnote

У неё кудрявые волосы."
"# Translate:

insulator

## Footnote

Glass is an insulator.","изолятор

## Footnote

Стекло — изолятор."
"# Translate:

to throw out

## Footnote

I throw out old paper.","выкидывать

## Footnote

Я выкидываю старую бумагу."
"# Translate:

lion's

## Footnote

He has a lion's heart.","львиный

## Footnote

У него львиное сердце."
"# Translate:

rocky

## Footnote

The road is rocky.","скалистый

## Footnote

Дорога скалистая."
"# Translate:

to be dedicated

## Footnote

This book is dedicated to her.","посвящаться

## Footnote

Эта книга посвящается ей."
"# Translate:

vagrant

## Footnote

A vagrant sat by the house.","бродяга

## Footnote

Бродяга сидел у дома."
"# Translate:

velvet

## Footnote

Her dress is of velvet.","бархат

## Footnote

Её платье из бархата."
"# Translate:

alms

## Footnote

She gave alms to the poor.","милостыня

## Footnote

Она дала милостыню бедным."
"# Translate:

amen

## Footnote

We said amen.","аминь

## Footnote

Мы сказали аминь."
"# Translate:

knowing

## Footnote

He is a knowing man.","знающий

## Footnote

Он знающий человек."
"# Translate:

pester

## Footnote

Don't pester me.","теребить

## Footnote

Не тереби меня."
"# Translate:

milestone

## Footnote

This year is a milestone.","веха

## Footnote

Этот год — веха."
"# Translate:

substitution

## Footnote

I saw the substitution.","подмена

## Footnote

Я видел подмену."
"# Translate:

lightly

## Footnote

She opened the door lightly.","легонько

## Footnote

Она легонько открыла дверь."
"# Translate:

masonry

## Footnote

The masonry is old.","кладка

## Footnote

Кладка старая."
"# Translate:

to flutter

## Footnote

The flag will flutter in the wind.","развеваться

## Footnote

Флаг будет развеваться на ветру."
"# Translate:

evoke

## Footnote

This song will evoke joy.","навеять

## Footnote

Эта песня навеет радость."
"# Translate:

secondarily

## Footnote

Art is important only secondarily.","вторично

## Footnote

Искусство важно лишь вторично."
"# Translate:

investigate

## Footnote

They will investigate the case.","расследовать

## Footnote

Они будут расследовать дело."
"# Translate:

picnic

## Footnote

We will go to a picnic.","пикник

## Footnote

Мы пойдем на пикник."
"# Translate:

Caspian

## Footnote

The Caspian Sea is large.","каспийский

## Footnote

Каспийское море большое."
"# Translate:

mercury

## Footnote

Mercury is a metal.","ртуть

## Footnote

Ртуть — металл."
"# Translate:

to endow

## Footnote

They endow him with power.","наделять

## Footnote

Они наделяют его силой."
"# Translate:

typo

## Footnote

I found a typo in the letter.","опечатка

## Footnote

Я нашёл опечатку в письме."
"# Translate:

stepfather

## Footnote

My stepfather is very kind.","отчим

## Footnote

Мой отчим очень добрый."
"# Translate:

analog

## Footnote

I prefer analog watches to digital.","аналоговый

## Footnote

Я предпочитаю аналоговые часы цифровым."
"# Translate:

remembrance

## Footnote

He kept her in remembrance.","память

## Footnote

Он хранил о ней память."
"# Translate:

unmarried

## Footnote

He is still unmarried.","холостой

## Footnote

Он всё ещё холостой."
"# Translate:

scepter

## Footnote

The king held a scepter.","жезл

## Footnote

Король держал жезл."
"# Translate:

hawk

## Footnote

I see a hawk in the sky.","ястреб

## Footnote

Я вижу ястреба в небе."
"# Translate:

mediation

## Footnote

They need mediation.","посредничество

## Footnote

Им нужно посредничество."
"# Translate:

moonlight

## Footnote

The moonlight was bright.","лунный свет

## Footnote

Лунный свет был ярким."
"# Translate:

mutilate

## Footnote

They did not mutilate him.","изуродовать

## Footnote

Они не изуродовали его."
"# Translate:

zeal

## Footnote

She works with great zeal.","рвение

## Footnote

Она работает с большим рвением."
"# Translate:

rehearse

## Footnote

We must rehearse now.","репетировать

## Footnote

Мы должны репетировать сейчас."
"# Translate:

counterintelligence

## Footnote

He works in counterintelligence.","контрразведка

## Footnote

Он работает в контрразведке."
"# Translate:

otherworldly

## Footnote

Her voice was otherworldly.","неземной

## Footnote

Её голос был неземным."
"# Translate:

exaggerate

## Footnote

He likes to exaggerate.","преувеличивать

## Footnote

Он любит преувеличивать."
"# Translate:

cuckoo

## Footnote

I hear a cuckoo.","кукушка

## Footnote

Я слышу кукушку."
"# Translate:

son of a bitch

## Footnote

He is a real son of a bitch.","сукин сын

## Footnote

Он настоящий сукин сын."
"# Translate:

cowardly

## Footnote

He is a cowardly man.","трусливый

## Footnote

Он трусливый человек."
"# Translate:

boatswain

## Footnote

The boatswain shouted loudly.","боцман

## Footnote

Боцман кричал громко."
"# Translate:

cripple

## Footnote

War made him a cripple.","калека

## Footnote

Война сделала его калекой."
"# Translate:

megapolis

## Footnote

This city is a megapolis.","мегаполис

## Footnote

Этот город — мегаполис."
"# Translate:

unhindered

## Footnote

The path was unhindered.","беспрепятственный

## Footnote

Путь был беспрепятственным."
"# Translate:

boutique

## Footnote

She opened a boutique.","бутик

## Footnote

Она открыла бутик."
"# Translate:

lively

## Footnote

The market was lively.","бойкий

## Footnote

Рынок был бойким."
"# Translate:

accomplishment

## Footnote

This was a great accomplishment.","свершение

## Footnote

Это было великое свершение."
"# Translate:

reverence

## Footnote

She felt reverence.","благоговение

## Footnote

Она чувствовала благоговение."
"# Translate:

to program

## Footnote

I need to program this machine.","запрограммировать

## Footnote

Мне нужно запрограммировать эту машину."
"# Translate:

aristocracy

## Footnote

The aristocracy had power.","аристократия

## Footnote

Аристократия имела власть."
"# Translate:

underestimate

## Footnote

Do not underestimate him.","недооценивать

## Footnote

Не недооценивай его."
"# Translate:

hermit

## Footnote

The hermit lived in the forest.","отшельник

## Footnote

Отшельник жил в лесу."
"# Translate:

hijack

## Footnote

They hijack the ship.","угонять

## Footnote

Они угоняют корабль."
"# Translate:

picket

## Footnote

Workers held a picket.","пикет

## Footnote

Рабочие держали пикет."
"# Translate:

idler

## Footnote

He is an idler.","бездельник

## Footnote

Он бездельник."
"# Translate:

stupidity

## Footnote

This is stupidity.","тупость

## Footnote

Это тупость."
"# Translate:

denomination

## Footnote

He chose another denomination.","конфессия

## Footnote

Он выбрал другую конфессию."
"# Translate:

ironic

## Footnote

This is an ironic story.","иронический

## Footnote

Это ироническая история."
"# Translate:

vouch

## Footnote

I can vouch for him.","ручаться

## Footnote

Я могу ручаться за него."
"# Translate:

to bolt

## Footnote

He decided to bolt.","удрать

## Footnote

Он решил удрать."
"# Translate:

novelist

## Footnote

He is a famous novelist.","прозаик

## Footnote

Он известный прозаик."
"# Translate:

Five-Year Plan

## Footnote

The Five-Year Plan was important.","пятилетка

## Footnote

Пятилетка была важной."
"# Translate:

humpbacked

## Footnote

The humpbacked bridge is old.","горбатый

## Footnote

Горбатый мост старый."
"# Translate:

emigrate

## Footnote

They want to emigrate.","эмигрировать

## Footnote

Они хотят эмигрировать."
"# Translate:

sender

## Footnote

The sender is unknown.","отправитель

## Footnote

Отправитель неизвестен."
"# Translate:

resumption

## Footnote

The resumption of work was welcome.","возобновление

## Footnote

Возобновление работы было желанным."
"# Translate:

tale

## Footnote

This is an old tale.","сказание

## Footnote

Это старое сказание."
"# Translate:

brand

## Footnote

This is a brand of shame.","клеймо

## Footnote

Это клеймо позора."
"# Translate:

veterinarian

## Footnote

The veterinarian treated my cat today.","ветеринар

## Footnote

Ветеринар лечил мою кошку сегодня."
"# Translate:

liberalization

## Footnote

They want liberalization.","либерализация

## Footnote

Они хотят либерализацию."
"# Translate:

debut

## Footnote

Her debut was a success.","дебют

## Footnote

Её дебют был успехом."
"# Translate:

vow

## Footnote

She made a vow.","обет

## Footnote

Она дала обет."
"# Translate:

marketer

## Footnote

He works as a marketer.","маркетолог

## Footnote

Он работает маркетологом."
"# Translate:

to arrive in time

## Footnote

He arrived in time.","подоспеть

## Footnote

Он подоспел."
"# Translate:

microbe

## Footnote

This microbe is dangerous.","микроб

## Footnote

Этот микроб опасен."
"# Translate:

kerosene

## Footnote

We use kerosene for the lamp.","керосин

## Footnote

Мы используем керосин для лампы."
"# Translate:

blackmail

## Footnote

This is blackmail.","шантаж

## Footnote

Это шантаж."
"# Translate:

cubic meter

## Footnote

We need three cubic meters of sand.","кубометр

## Footnote

Нам нужно три кубометра песка."
"# Translate:

occupier

## Footnote

The occupier is in the city.","оккупант

## Footnote

Оккупант в городе."
"# Translate:

seventeenth

## Footnote

This is the seventeenth day.","семнадцатый

## Footnote

Это семнадцатый день."
"# Translate:

to turn up

## Footnote

A chance turned up.","подвернуться

## Footnote

Возможность подвернулась."
"# Translate:

to be elected

## Footnote

He hopes to be elected.","быть избранным

## Footnote

Он надеется быть избранным."
"# Translate:

to look closely

## Footnote

She began to look closely.","присматриваться

## Footnote

Она начала присматриваться."
"# Translate:

voice recorder

## Footnote

I lost my voice recorder yesterday.","диктофон

## Footnote

Я потерял свой диктофон вчера."
"# Translate:

oil and gas

## Footnote

This is an oil and gas company.","нефтегазовый

## Footnote

Это нефтегазовая компания."
"# Translate:

dimension

## Footnote

Check the box's dimension.","габарит

## Footnote

Проверьте габарит ящика."
"# Translate:

law and order

## Footnote

We want law and order.","правопорядок

## Footnote

Мы хотим правопорядка."
"# Translate:

impurity

## Footnote

There is an impurity in the water.","примесь

## Footnote

В воде есть примесь."
"# Translate:

to be undertaken

## Footnote

Measures are undertaken.","предприниматься

## Footnote

Меры предпринимаются."
"# Translate:

multiply

## Footnote

Multiply five by two.","умножить

## Footnote

Умножьте пять на два."
"# Translate:

orbital

## Footnote

This is an orbital station.","орбитальный

## Footnote

Это орбитальная станция."
"# Translate:

stare

## Footnote

He likes to stare.","пялиться

## Footnote

Он любит пялиться."
"# Translate:

fair-haired

## Footnote

She is a fair-haired girl.","белокурый

## Footnote

Она белокурая девушка."
"# Translate:

carefree

## Footnote

He is a carefree boy.","беззаботный

## Footnote

Он беззаботный мальчик."
"# Translate:

existential

## Footnote

This is an existential question.","экзистенциальный

## Footnote

Это экзистенциальный вопрос."
"# Translate:

sideways

## Footnote

The vase fell sideways.","набок

## Footnote

Ваза упала набок."
"# Translate:

Snow Maiden

## Footnote

I see the Snow Maiden.","Снегурочка

## Footnote

Я вижу Снегурочку."
"# Translate:

cowardice

## Footnote

His cowardice is known.","трусость

## Footnote

Его трусость известна."
"# Translate:

to sweat

## Footnote

I began to sweat from the heat.","вспотеть

## Footnote

Я вспотел от жары."
"# Translate:

dear

## Footnote

Thank you, dear.","голубчик

## Footnote

Спасибо, голубчик."
"# Translate:

Freemasonry

## Footnote

He reads about Freemasonry.","масонство

## Footnote

Он читает о масонстве."
"# Translate:

enviable

## Footnote

She has an enviable career.","завидный

## Footnote

У неё завидная карьера."
"# Translate:

tedious

## Footnote

This work is tedious.","нудный

## Footnote

Эта работа нудная."
"# Translate:

aristocratic

## Footnote

She has an aristocratic face.","аристократический

## Footnote

У неё аристократическое лицо."
