Question,Answer
"# Translate:

интеллигенция

## Footnote

Интеллигенция была против.","intelligentsia

## Footnote

The intelligentsia was against it."
"# Translate:

магический

## Footnote

Это магический момент.","magical, magic

## Footnote

This is a magical moment."
"# Translate:

приступ

## Footnote

У него приступ боли.","attack, bout

## Footnote

He has an attack of pain."
"# Translate:

феномен

## Footnote

Это странный феномен.","phenomenon

## Footnote

This is a strange phenomenon."
"# Translate:

пароль

## Footnote

Я забыл пароль.","password

## Footnote

I forgot the password."
"# Translate:

отечество

## Footnote

Он любит отечество.","fatherland, motherland

## Footnote

He loves the fatherland."
"# Translate:

гениальный

## Footnote

Это гениальная идея.","brilliant, genius

## Footnote

This is a brilliant idea."
"# Translate:

забирать

## Footnote

Он забирает мои вещи.","take away, collect

## Footnote

He takes away my things."
"# Translate:

рассылка

## Footnote

Рассылка уже готова.","mailing, newsletter

## Footnote

The mailing is already ready."
"# Translate:

полноценный

## Footnote

Это полноценный обед.","full, complete

## Footnote

This is a full meal."
"# Translate:

печаль

## Footnote

Её печаль глубока.","sorrow, sadness

## Footnote

Her sorrow is deep."
"# Translate:

опора

## Footnote

Ты моя опора.","support, prop

## Footnote

You are my support."
"# Translate:

освещение

## Footnote

Освещение здесь плохое.","lighting, illumination

## Footnote

The lighting here is bad."
"# Translate:

пейзаж

## Footnote

Какой красивый пейзаж.","landscape, scenery

## Footnote

What a beautiful landscape."
"# Translate:

печатать

## Footnote

Я печатаю письмо.","type, print

## Footnote

I type a letter."
"# Translate:

совершенство

## Footnote

Это почти совершенство.","perfection, excellence

## Footnote

This is almost perfection."
"# Translate:

кончаться

## Footnote

Фильм уже кончается.","end, finish

## Footnote

The movie is already ending."
"# Translate:

боевик

## Footnote

Давай посмотрим боевик.","action movie, thriller

## Footnote

Let's watch an action movie."
"# Translate:

овладеть

## Footnote

Она овладеет языком.","master, take control of

## Footnote

She will master the language."
"# Translate:

снаружи

## Footnote

Подожди снаружи.","outside

## Footnote

Wait outside."
"# Translate:

заглядывать

## Footnote

Он заглядывает к нам.","look in, peek

## Footnote

He looks in on us."
"# Translate:

речка

## Footnote

Речка совсем рядом.","stream, small river

## Footnote

The stream is right nearby."
"# Translate:

совокупность

## Footnote

В совокупности это много.","totality, aggregate

## Footnote

In totality this is a lot."
"# Translate:

торговец

## Footnote

Торговец продаёт хлеб.","merchant, trader

## Footnote

The merchant sells bread."
"# Translate:

пиджак

## Footnote

Надень пиджак.","jacket, blazer

## Footnote

Put on the jacket."
"# Translate:

величество

## Footnote

Её величество здесь.","majesty

## Footnote

Her majesty is here."
"# Translate:

каша

## Footnote

Каша ещё горячая.","porridge, cereal

## Footnote

The porridge is still hot."
"# Translate:

жажда

## Footnote

У меня сильная жажда.","thirst, craving

## Footnote

I have a strong thirst."
"# Translate:

космонавт

## Footnote

Космонавт уже дома.","cosmonaut, astronaut

## Footnote

The cosmonaut is already home."
"# Translate:

пехота

## Footnote

Пехота идёт в город.","infantry

## Footnote

The infantry goes to the city."
"# Translate:

драка

## Footnote

Там была драка.","fight, brawl

## Footnote

There was a fight there."
"# Translate:

фашистский

## Footnote

Это фашистский режим.","fascist

## Footnote

This is a fascist regime."
"# Translate:

диагноз

## Footnote

Диагноз ещё не ясен.","diagnosis

## Footnote

The diagnosis is not clear yet."
"# Translate:

стесняться

## Footnote

Не стесняйся меня.","be shy, be embarrassed

## Footnote

Don't be shy with me."
"# Translate:

земельный

## Footnote

Это земельный вопрос.","land

## Footnote

This is a land question."
"# Translate:

вытекать

## Footnote

Вода вытекает отсюда.","flow out, leak out

## Footnote

Water flows out from here."
"# Translate:

сводиться

## Footnote

Всё сводится к этому.","come down to, boil down to

## Footnote

It all comes down to this."
"# Translate:

иллюстрация

## Footnote

Смотри эту иллюстрацию.","illustration, picture

## Footnote

Look at this illustration."
"# Translate:

сводить

## Footnote

Мы сводим их вместе.","bring together, reduce

## Footnote

We bring them together."
"# Translate:

мысленно

## Footnote

Я мысленно согласился.","mentally

## Footnote

I mentally agreed."
"# Translate:

возрождение

## Footnote

Это возрождение города.","revival, renaissance

## Footnote

This is a revival of the city."
"# Translate:

частый

## Footnote

Он частый гость.","frequent, common

## Footnote

He is a frequent guest."
"# Translate:

завоевать

## Footnote

Они завоевали город.","conquer, win

## Footnote

They conquered the city."
"# Translate:

ежегодно

## Footnote

Мы ездим туда ежегодно.","annually, yearly

## Footnote

We go there annually."
"# Translate:

следом

## Footnote

Иди следом за мной.","after, behind

## Footnote

Go after me."
"# Translate:

раздаваться

## Footnote

Звук раздаётся снова.","be heard, sound

## Footnote

The sound is heard again."
"# Translate:

сибирский

## Footnote

Это сибирский холод.","Siberian

## Footnote

This is Siberian cold."
"# Translate:

солидный

## Footnote

Он солидный человек.","respectable, solid

## Footnote

He is a respectable man."
"# Translate:

порыв

## Footnote

Сильный порыв ветра.","gust, impulse

## Footnote

A strong gust of wind."
"# Translate:

обновление

## Footnote

Нужно обновление системы.","update, renewal

## Footnote

We need a system update."
"# Translate:

кошмар

## Footnote

Какой ужасный кошмар.","nightmare, horror

## Footnote

What a terrible nightmare."
"# Translate:

композиция

## Footnote

Его композиция хорошая.","composition, arrangement

## Footnote

His composition is good."
"# Translate:

сотовый

## Footnote

Где мой сотовый?","mobile, cellular

## Footnote

Where is my mobile?"
"# Translate:

интеграция

## Footnote

Интеграция ещё идёт.","integration

## Footnote

The integration is still going."
"# Translate:

исключать

## Footnote

Не исключай меня.","exclude, eliminate

## Footnote

Don't exclude me."
"# Translate:

преимущественно

## Footnote

Он преимущественно дома.","primarily, predominantly

## Footnote

He is primarily at home."
"# Translate:

гуманитарный

## Footnote

Это гуманитарная помощь.","humanitarian

## Footnote

This is humanitarian aid."
"# Translate:

натуральный

## Footnote

Это натуральный цвет.","natural, organic

## Footnote

This is a natural color."
"# Translate:

хитрый

## Footnote

Он очень хитрый.","cunning, sly

## Footnote

He is very cunning."
"# Translate:

застать

## Footnote

Я застал его дома.","find, catch

## Footnote

I found him at home."
"# Translate:

проезд

## Footnote

Проезд стоит дорого.","fare, passage

## Footnote

The fare is expensive."
"# Translate:

решающий

## Footnote

Это решающий момент.","decisive, determining

## Footnote

This is a decisive moment."
"# Translate:

диапазон

## Footnote

Какой широкий диапазон.","range, spectrum

## Footnote

What a wide range."
"# Translate:

предпочтение

## Footnote

Моё предпочтение — чай.","preference

## Footnote

My preference is tea."
