Question,Answer
"# Translate:

object

## Footnote

The object was clearly visible.","объект

## Footnote

Объект был явно виден."
"# Translate:

freedom

## Footnote

Freedom is important.","свобода

## Footnote

Свобода важна."
"# Translate:

product

## Footnote

This product is new.","продукт

## Footnote

Этот продукт новый."
"# Translate:

struggle

## Footnote

Life is a struggle.","борьба

## Footnote

Жизнь - это борьба."
"# Translate:

personal

## Footnote

This is personal information.","личный

## Footnote

Это личная информация."
"# Translate:

to touch

## Footnote

Do not touch the picture.","касаться

## Footnote

Не касайся картины."
"# Translate:

separate

## Footnote

They have separate rooms.","отдельный

## Footnote

У них отдельные комнаты."
"# Translate:

to manage

## Footnote

I hope to manage by evening.","успеть

## Footnote

Я надеюсь успеть к вечеру."
"# Translate:

subject

## Footnote

History is my favorite subject.","предмет

## Footnote

История - мой любимый предмет."
"# Translate:

representative

## Footnote

He is our company's representative.","представитель

## Footnote

Он наш представитель компании."
"# Translate:

shoulder

## Footnote

His hand is on my shoulder.","плечо

## Footnote

Его рука на моём плече."
"# Translate:

national

## Footnote

This is a national holiday.","национальный

## Footnote

Это национальный праздник."
"# Translate:

music

## Footnote

I love listening to music every day.","музыка

## Footnote

Я люблю слушать музыку каждый день."
"# Translate:

American

## Footnote

I love American music.","американский

## Footnote

Я люблю американскую музыку."
"# Translate:

hero

## Footnote

He became a hero.","герой

## Footnote

Он стал героем."
"# Translate:

character

## Footnote

He has a strong character.","характер

## Footnote

У него сильный характер."
"# Translate:

size

## Footnote

What is the size of the house?","размер

## Footnote

Какой размер у дома?"
"# Translate:

drink

## Footnote

I need to drink water now.","пить

## Footnote

Мне нужно пить воду сейчас."
"# Translate:

middle

## Footnote

This is the middle window.","средний

## Footnote

Это среднее окно."
"# Translate:

term

## Footnote

His term ends soon.","срок

## Footnote

Его срок скоро заканчивается."
"# Translate:

institute

## Footnote

She studies at the institute.","институт

## Footnote

Она учится в институте."
"# Translate:

network

## Footnote

This is a large network.","сеть

## Footnote

Это крупная сеть."
"# Translate:

sun

## Footnote

The sun is in the sky.","солнце

## Footnote

Солнце на небе."
"# Translate:

approach

## Footnote

He will approach the house.","подойти

## Footnote

Он подойдёт к дому."
"# Translate:

otherwise

## Footnote

Do this, otherwise I will leave.","иначе

## Footnote

Сделай это, иначе я уйду."
"# Translate:

to show

## Footnote

I have something to show you.","показывать

## Footnote

У меня есть что тебе показать."
"# Translate:

union

## Footnote

The union is strong.","союз

## Footnote

Союз сильный."
"# Translate:

spirit

## Footnote

He has a strong spirit.","дух

## Footnote

У него сильный дух."
"# Translate:

allow

## Footnote

Please allow me to explain.","позволить

## Footnote

Пожалуйста, позвольте мне объяснить."
"# Translate:

internet

## Footnote

I use the internet every day.","интернет

## Footnote

Я пользуюсь интернетом каждый день."
"# Translate:

forest

## Footnote

We walked in the forest.","лес

## Footnote

Мы ходили в лесу."
"# Translate:

magazine

## Footnote

I read a new magazine.","журнал

## Footnote

Я читаю новый журнал."
"# Translate:

degree

## Footnote

He has a high degree of control.","степень

## Footnote

У него высокая степень контроля."
"# Translate:

territory

## Footnote

This is our territory.","территория

## Footnote

Это наша территория."
"# Translate:

March

## Footnote

March comes after February.","март

## Footnote

Март приходит после февраля."
"# Translate:

success

## Footnote

His work leads to success.","успех

## Footnote

Его работа приводит к успеху."
"# Translate:

art

## Footnote

I love art.","искусство

## Footnote

Я люблю искусство."
"# Translate:

participant

## Footnote

He was a participant in the meeting.","участник

## Footnote

Он был участником встречи."
"# Translate:

guy

## Footnote

He's a good guy.","парень

## Footnote

Он хороший парень."
"# Translate:

free

## Footnote

He is a free man.","свободный

## Footnote

Он свободный человек."
"# Translate:

guest

## Footnote

We have a guest at home.","гость

## Footnote

У нас дома гость."
"# Translate:

option

## Footnote

This option is good.","вариант

## Footnote

Этот вариант хороший."
"# Translate:

sentence

## Footnote

Write a simple sentence.","предложение

## Footnote

Напишите простое предложение."
"# Translate:

fate

## Footnote

Fate brought them together again.","судьба

## Footnote

Судьба снова привела их вместе."
"# Translate:

to constitute

## Footnote

These people constitute a group.","составлять

## Footnote

Эти люди составляют группу."
"# Translate:

goods

## Footnote

We have new goods.","товар

## Footnote

У нас новые товары."
"# Translate:

to hope

## Footnote

I hope for success.","надеяться

## Footnote

Я надеюсь на успех."
"# Translate:

to act

## Footnote

I want to act now.","действовать

## Footnote

Я хочу действовать сейчас."
"# Translate:

international

## Footnote

This is an international problem.","международный

## Footnote

Это международная проблема."
"# Translate:

capable

## Footnote

She is capable of solving complex problems.","способный

## Footnote

Она способна решать сложные проблемы."
"# Translate:

practically

## Footnote

He is practically ready.","практически

## Footnote

Он практически готов."
"# Translate:

director

## Footnote

The director has a new project.","директор

## Footnote

У директора новый проект."
"# Translate:

late

## Footnote

This is a late answer.","поздний

## Footnote

Это поздний ответ."
"# Translate:

song

## Footnote

She sang a beautiful song.","песня

## Footnote

Она спела красивую песню."
"# Translate:

happen

## Footnote

This can happen today.","случиться

## Footnote

Это может случиться сегодня."
"# Translate:

mind

## Footnote

He has a good mind.","ум

## Footnote

У него хороший ум."
"# Translate:

choice

## Footnote

Life is full of choices.","выбор

## Footnote

Жизнь полна выборов."
"# Translate:

model

## Footnote

She became a model.","модель

## Footnote

Она стала моделью."
"# Translate:

river

## Footnote

I see a river.","река

## Footnote

Я вижу реку."
"# Translate:

citizen

## Footnote

Every citizen has certain rights.","гражданин

## Footnote

Каждый гражданин имеет определенные права."
"# Translate:

comrade

## Footnote

He is my comrade.","товарищ

## Footnote

Он мой товарищ."
"# Translate:

Moscow

## Footnote

Moscow is a large city.","Москва

## Footnote

Москва - крупный город."
"# Translate:

normal

## Footnote

This is completely normal behavior.","нормальный

## Footnote

Это совершенно нормальное поведение."
"# Translate:

consciousness

## Footnote

He lost consciousness.","сознание

## Footnote

Он потерял сознание."
"# Translate:

picture

## Footnote

The picture is on the wall.","картина

## Footnote

Картина на стене."
"# Translate:

strongly

## Footnote

I strongly believe this.","сильно

## Footnote

Я в это сильно верю."
"# Translate:

to die

## Footnote

He did not want to die.","умереть

## Footnote

Он не хотел умереть."
"# Translate:

April

## Footnote

April comes after March.","апрель

## Footnote

Апрель приходит после марта."
"# Translate:

source

## Footnote

The river is our water source.","источник

## Footnote

Река - наш источник воды."
"# Translate:

instead of

## Footnote

I want tea instead of water.","вместо

## Footnote

Я хочу чай вместо воды."
"# Translate:

border

## Footnote

We are near the border.","граница

## Footnote

Мы рядом с границей."
"# Translate:

to consist

## Footnote

The group consists of three people.","состоять

## Footnote

Группа состоит из трёх человек."
"# Translate:

half

## Footnote

She ate half of it.","половина

## Footnote

Она съела половину."
"# Translate:

operation

## Footnote

The operation began today.","операция

## Footnote

Операция началась сегодня."
"# Translate:

assessment

## Footnote

This is my assessment.","оценка

## Footnote

Это моя оценка."
"# Translate:

fire

## Footnote

I see the fire.","огонь

## Footnote

Я вижу огонь."
"# Translate:

constantly

## Footnote

She constantly looks at him.","постоянно

## Footnote

Она постоянно на него смотрит."
"# Translate:

specialist

## Footnote

He is a specialist.","специалист

## Footnote

Он специалист."
"# Translate:

the main thing

## Footnote

The main thing is to know this.","главное

## Footnote

Главное — знать это."
"# Translate:

dog

## Footnote

I see a dog.","собака

## Footnote

Я вижу собаку."
"# Translate:

computer

## Footnote

I work on my computer every day.","компьютер

## Footnote

Я работаю на своём компьютере каждый день."
"# Translate:

beautiful

## Footnote

She is beautiful.","красивый

## Footnote

Она красивая."
"# Translate:

technology

## Footnote

I use this technology.","технология

## Footnote

Я пользуюсь этой технологией."
"# Translate:

tree

## Footnote

I see a tree near the house.","дерево

## Footnote

Я вижу дерево рядом с домом."
"# Translate:

exit

## Footnote

Please find the exit.","выход

## Footnote

Пожалуйста, найдите выход."
"# Translate:

mountain

## Footnote

We are on the mountain.","гора

## Footnote

Мы на горе."
"# Translate:

to enter

## Footnote

I enter the house.","входить

## Footnote

Я вхожу в дом."
"# Translate:

scientific

## Footnote

This is scientific work.","научный

## Footnote

Это научная работа."
"# Translate:

children's

## Footnote

I bought a children's book yesterday.","детский

## Footnote

Я купил детскую книгу вчера."
"# Translate:

ship

## Footnote

I see a ship on the water.","корабль

## Footnote

Я вижу корабль на воде."
"# Translate:

to wish

## Footnote

I wish to see you.","желать

## Footnote

Я желаю видеть вас."
"# Translate:

shore

## Footnote

We walk on the shore.","берег

## Footnote

Мы идём по берегу."
"# Translate:

wide

## Footnote

This street is wide.","широкий

## Footnote

Эта улица широкая."
"# Translate:

low

## Footnote

His voice is low.","низкий

## Footnote

Его голос низкий."
"# Translate:

kill

## Footnote

He wants to kill him.","убить

## Footnote

Он хочет убить его."
"# Translate:

future

## Footnote

I see the future.","будущее

## Footnote

Я вижу будущее."
"# Translate:

external

## Footnote

This is an external factor.","внешний

## Footnote

Это внешний фактор."
"# Translate:

literature

## Footnote

This is Russian literature.","литература

## Footnote

Это русская литература."
"# Translate:

employee

## Footnote

This employee is here.","сотрудник

## Footnote

Этот сотрудник здесь."
"# Translate:

Wednesday

## Footnote

I have a meeting on Wednesday.","среда

## Footnote

У меня встреча в среду."
"# Translate:

to help

## Footnote

I want to help you.","помогать

## Footnote

Я хочу помогать вам."
"# Translate:

fight

## Footnote

I see the fight.","бой

## Footnote

Я вижу бой."
"# Translate:

complex

## Footnote

The problem is quite complex.","сложный

## Footnote

Проблема довольно сложная."
"# Translate:

hall

## Footnote

I am in the hall.","зал

## Footnote

Я в зале."
"# Translate:

structure

## Footnote

I see the structure of the building.","структура

## Footnote

Я вижу структуру здания."
"# Translate:

despite

## Footnote

Despite this, I am here.","несмотря

## Footnote

Несмотря на это, я здесь."
"# Translate:

to use

## Footnote

I use the computer.","пользоваться

## Footnote

Я пользуюсь компьютером."
"# Translate:

protection

## Footnote

I want protection.","защита

## Footnote

Я хочу защиту."
"# Translate:

short

## Footnote

This book is short.","короткий

## Footnote

Эта книга короткая."
"# Translate:

boss

## Footnote

My boss is here.","начальник

## Footnote

Мой начальник здесь."
"# Translate:

paper

## Footnote

I want paper.","бумага

## Footnote

Я хочу бумагу."
"# Translate:

strange

## Footnote

That is a strange dog.","странный

## Footnote

Это странная собака."
"# Translate:

install

## Footnote

We will install this tomorrow.","установить

## Footnote

Мы установим это завтра."
"# Translate:

edge

## Footnote

He stood at the edge.","край

## Footnote

Он стоял на краю."
"# Translate:

error

## Footnote

I see an error in the document.","ошибка

## Footnote

Я вижу ошибку в документе."
"# Translate:

church

## Footnote

I see the church.","церковь

## Footnote

Я вижу церковь."
"# Translate:

composition

## Footnote

I know the composition of this.","состав

## Footnote

Я знаю состав этого."
"# Translate:

explain

## Footnote

Please explain your answer clearly.","объяснить

## Footnote

Пожалуйста, объясните ваш ответ ясно."
"# Translate:

isn't it

## Footnote

Isn't it so?","разве

## Footnote

Разве не так?"
"# Translate:

inform

## Footnote

Please inform me immediately.","сообщить

## Footnote

Пожалуйста, сразу сообщите мне."
"# Translate:

so that

## Footnote

I am here so that I can help.","чтоб

## Footnote

Я здесь, чтоб помогать."
"# Translate:

so much

## Footnote

I know so much now.","столько

## Footnote

Я знаю столько сейчас."
"# Translate:

concept

## Footnote

I know this concept.","понятие

## Footnote

Я знаю это понятие."
"# Translate:

support

## Footnote

I want your support.","поддержка

## Footnote

Я хочу вашу поддержку."
"# Translate:

raise

## Footnote

I will raise my hand now.","поднять

## Footnote

Я сейчас подниму руку."
"# Translate:

age

## Footnote

I know her age.","возраст

## Footnote

Я знаю её возраст."
"# Translate:

to stand up

## Footnote

I will stand up slowly.","встать

## Footnote

Я медленно встану."
"# Translate:

difficult

## Footnote

It is difficult to know this.","трудно

## Footnote

Трудно знать это."
"# Translate:

fast

## Footnote

This is a fast car.","быстрый

## Footnote

Это быстрая машина."
"# Translate:

line

## Footnote

I see a line on the paper.","линия

## Footnote

Я вижу линию на бумаге."
"# Translate:

novel

## Footnote

I read this novel.","роман

## Footnote

Я читаю этот роман."
"# Translate:

to look

## Footnote

She tried to look confident.","выглядеть

## Footnote

Она пыталась выглядеть уверенно."
"# Translate:

to be available

## Footnote

The book is available.","иметься

## Footnote

Книга имеется."
"# Translate:

wind

## Footnote

The wind is very strong today.","ветер

## Footnote

Сегодня ветер очень сильный."
"# Translate:

arise

## Footnote

Problems can arise.","возникать

## Footnote

Проблемы могут возникать."
"# Translate:

English

## Footnote

I know English.","английский

## Footnote

Я знаю английский."
"# Translate:

course

## Footnote

This is a new course.","курс

## Footnote

Это новый курс."
"# Translate:

mark

## Footnote

I will mark this day.","отметить

## Footnote

Я отмечу этот день."
"# Translate:

search

## Footnote

I begin a search.","поиск

## Footnote

Я начинаю поиск."
"# Translate:

dad

## Footnote

I love my dad.","папа

## Footnote

Я люблю своего папу."
"# Translate:

theory

## Footnote

I know this theory.","теория

## Footnote

Я знаю эту теорию."
"# Translate:

add

## Footnote

Please add this to the list.","добавить

## Footnote

Пожалуйста, добавьте это в список."
"# Translate:

former

## Footnote

He is a former teacher.","бывший

## Footnote

Он бывший учитель."
"# Translate:

space

## Footnote

I want more space here.","пространство

## Footnote

Я хочу больше пространства здесь."
"# Translate:

to study

## Footnote

I want to study here.","учиться

## Footnote

Я хочу учиться здесь."
"# Translate:

economy

## Footnote

The economy is growing.","экономика

## Footnote

Экономика растёт."
"# Translate:

clean

## Footnote

The room looks clean.","чистый

## Footnote

Комната выглядит чистой."
"# Translate:

lose

## Footnote

I do not want to lose this.","потерять

## Footnote

Я не хочу потерять это."
"# Translate:

throw

## Footnote

He will throw this.","бросить

## Footnote

Он бросит это."
"# Translate:

behavior

## Footnote

His behavior is good.","поведение

## Footnote

Его поведение хорошее."
"# Translate:

serve

## Footnote

He will serve his country.","служить

## Footnote

Он будет служить своей стране."
"# Translate:

to turn out

## Footnote

This did not turn out well.","получиться

## Footnote

Это не получилось хорошо."
"# Translate:

weapon

## Footnote

I see a weapon in his hand.","оружие

## Footnote

Я вижу оружие в его руке."
"# Translate:

fear

## Footnote

Fear is in her heart.","страх

## Footnote

Страх в её сердце."
"# Translate:

page

## Footnote

I see this page in the book.","страница

## Footnote

Я вижу эту страницу в книге."
"# Translate:

enemy

## Footnote

I see the enemy.","враг

## Footnote

Я вижу врага."
"# Translate:

twenty

## Footnote

She is twenty.","двадцать

## Footnote

Ей двадцать."
"# Translate:

leader

## Footnote

She became the team's leader.","руководитель

## Footnote

Она стала руководителем команды."
"# Translate:

from where

## Footnote

From where did you come?","откуда

## Footnote

Откуда вы пришли?"
"# Translate:

much

## Footnote

This is much more.","гораздо

## Footnote

Это гораздо больше."
"# Translate:

map

## Footnote

I want a map of the city.","карта

## Footnote

Я хочу карту города."
"# Translate:

terrible

## Footnote

This is a terrible day.","страшный

## Footnote

Это страшный день."
"# Translate:

sound

## Footnote

I hear a sound.","звук

## Footnote

Я слышу звук."
"# Translate:

stone

## Footnote

I see a stone on the earth.","камень

## Footnote

Я вижу камень на земле."
"# Translate:

to expect

## Footnote

I expect you today.","ожидать

## Footnote

Я ожидаю вас сегодня."
"# Translate:

story

## Footnote

She wrote a short story.","рассказ

## Footnote

Она написала короткий рассказ."
"# Translate:

detect

## Footnote

I can detect an error.","обнаружить

## Footnote

Я могу обнаружить ошибку."
"# Translate:

master

## Footnote

He is the master of the house.","хозяин

## Footnote

Он хозяин дома."
"# Translate:

analysis

## Footnote

I see the analysis of this.","анализ

## Footnote

Я вижу анализ этого."
"# Translate:

hope

## Footnote

I have hope.","надежда

## Footnote

У меня есть надежда."
"# Translate:

Mr.

## Footnote

I see Mr. here.","господин

## Footnote

Я вижу господина здесь."
"# Translate:

soldier

## Footnote

The soldier is here.","солдат

## Footnote

Солдат здесь."
"# Translate:

unified

## Footnote

This is a unified team.","единый

## Footnote

Это единая команда."
"# Translate:

color

## Footnote

I see the color of the flower.","цвет

## Footnote

Я вижу цвет цветка."
"# Translate:

to sit down

## Footnote

I want to sit down now.","сесть

## Footnote

Я хочу сейчас сесть."
"# Translate:

circle

## Footnote

I see a circle on the paper.","круг

## Footnote

Я вижу круг на бумаге."
"# Translate:

attempt

## Footnote

He made an attempt.","попытка

## Footnote

Он сделал попытку."
"# Translate:

once

## Footnote

Once I saw this.","однажды

## Footnote

Однажды я это увидел."
"# Translate:

comment

## Footnote

I wrote a comment.","комментарий

## Footnote

Я написал комментарий."
"# Translate:

client

## Footnote

The client is here.","клиент

## Footnote

Клиент здесь."
"# Translate:

strike

## Footnote

His strike was strong.","удар

## Footnote

Его удар был сильным."
"# Translate:

extreme

## Footnote

He has extreme views.","крайний

## Footnote

У него крайние взгляды."
"# Translate:

base

## Footnote

This is a military base.","база

## Footnote

Это военная база."
"# Translate:

necessity

## Footnote

Water is a necessity.","необходимость

## Footnote

Вода — необходимость."
"# Translate:

stop

## Footnote

Please stop here.","остановиться

## Footnote

Пожалуйста, остановитесь здесь."
"# Translate:

mean

## Footnote

What does this word mean?","означать

## Footnote

Что означает это слово?"
"# Translate:

to appear

## Footnote

He began to appear at school.","появляться

## Footnote

Он начал появляться в школе."
"# Translate:

daughter

## Footnote

My daughter loves books.","дочь

## Footnote

Моя дочь любит книги."
"# Translate:

please

## Footnote

Please sit down.","пожалуйста

## Footnote

Пожалуйста, сядьте."
"# Translate:

republic

## Footnote

This country is a republic.","республика

## Footnote

Эта страна — республика."
"# Translate:

performance

## Footnote

I saw a performance at the theater.","представление

## Footnote

Я видел представление в театре."
"# Translate:

to put

## Footnote

I put the book on the table.","ставить

## Footnote

Я ставлю книгу на стол."
"# Translate:

hair

## Footnote

Her hair is beautiful.","волос

## Footnote

У неё красивые волосы."
"# Translate:

faith

## Footnote

She did not lose her faith.","вера

## Footnote

Она не потеряла веру."
"# Translate:

bring

## Footnote

Please bring water.","принести

## Footnote

Пожалуйста, принесите воду."
"# Translate:

to be called

## Footnote

What is this called?","называться

## Footnote

Как это называется?"
"# Translate:

absence

## Footnote

I noticed his absence.","отсутствие

## Footnote

Я заметил его отсутствие."
"# Translate:

mass

## Footnote

The mass of this object is large.","масса

## Footnote

Масса этого объекта большая."
"# Translate:

percent

## Footnote

I have ten percent.","процент

## Footnote

У меня десять процентов."
"# Translate:

choose

## Footnote

Please choose your favorite color.","выбрать

## Footnote

Пожалуйста, выберите ваш любимый цвет."
"# Translate:

student

## Footnote

The student is at the university.","студент

## Footnote

Студент в университете."
"# Translate:

building

## Footnote

I see a large building.","здание

## Footnote

Я вижу большое здание."
"# Translate:

guys

## Footnote

The guys are here.","ребята

## Footnote

Ребята здесь."
"# Translate:

corner

## Footnote

The house is on the corner.","угол

## Footnote

Дом на углу."
"# Translate:

specific

## Footnote

Give a specific example.","конкретный

## Footnote

Дайте конкретный пример."
"# Translate:

speed

## Footnote

The car's speed is high.","скорость

## Footnote

Скорость машины высокая."
"# Translate:

agree

## Footnote

I cannot agree.","согласиться

## Footnote

Я не могу согласиться."
"# Translate:

requirement

## Footnote

This is a requirement.","требование

## Footnote

Это требование."
"# Translate:

favorite

## Footnote

She is my favorite teacher.","любимый

## Footnote

Она мой любимый учитель."
"# Translate:

May

## Footnote

In May I see beautiful flowers.","май

## Footnote

В мае я вижу красивые цветы."
"# Translate:

to approach

## Footnote

He began to approach the house.","подходить

## Footnote

Он начал подходить к дому."
"# Translate:

to run

## Footnote

I have to run home.","бежать

## Footnote

Мне нужно бежать домой."
"# Translate:

address

## Footnote

This is my address.","адрес

## Footnote

Это мой адрес."
"# Translate:

visible

## Footnote

Stars are visible at night.","видно

## Footnote

Звезды видно ночью."
"# Translate:

news

## Footnote

I read interesting news today.","новость

## Footnote

Я прочитал интересную новость сегодня."
"# Translate:

list

## Footnote

Look at the list.","список

## Footnote

Посмотри на список."
"# Translate:

to return

## Footnote

I return home in the evening.","возвращаться

## Footnote

Я возвращаюсь домой вечером."
"# Translate:

energy

## Footnote

This energy is important.","энергия

## Footnote

Эта энергия важна."
"# Translate:

conclusion

## Footnote

The conclusion is clear.","вывод

## Footnote

Вывод ясный."
"# Translate:

teacher

## Footnote

The teacher explained this clearly.","учитель

## Footnote

Учитель ясно это объяснил."
"# Translate:

contract

## Footnote

This is a contract.","договор

## Footnote

Это договор."
"# Translate:

remove

## Footnote

Please remove this from the table.","снять

## Footnote

Пожалуйста, снимите это со стола."
"# Translate:

depend

## Footnote

Success can depend on work.","зависеть

## Footnote

Успех может зависеть от работы."
"# Translate:

sphere

## Footnote

The Earth is a sphere.","сфера

## Footnote

Земля — сфера."
"# Translate:

western

## Footnote

The western sky is red.","западный

## Footnote

Западное небо красное."
"# Translate:

necessarily

## Footnote

This is not necessarily so.","обязательно

## Footnote

Это не обязательно так."
"# Translate:

German

## Footnote

This is a German book.","немецкий

## Footnote

Это немецкая книга."
"# Translate:

approximately

## Footnote

It costs approximately ten dollars.","примерно

## Footnote

Это стоит примерно десять долларов."
"# Translate:

pain

## Footnote

He felt pain in his leg.","боль

## Footnote

Он чувствовал боль в ноге."
"# Translate:

safety

## Footnote

Safety is important.","безопасность

## Footnote

Безопасность важна."
"# Translate:

function

## Footnote

This function is useful.","функция

## Footnote

Эта функция полезна."
"# Translate:

badly

## Footnote

He did this badly.","плохо

## Footnote

Он плохо это сделал."
"# Translate:

certain

## Footnote

A certain man came.","некий

## Footnote

Пришёл некий человек."
"# Translate:

ability

## Footnote

She has the ability to sing.","способность

## Footnote

У неё есть способность петь."
"# Translate:

bank

## Footnote

I went to the bank.","банк

## Footnote

Я пошёл в банк."
"# Translate:

pleasure

## Footnote

I feel pleasure.","удовольствие

## Footnote

Я чувствую удовольствие."
"# Translate:

alien

## Footnote

He felt alien in the family.","чужой

## Footnote

Он чувствовал себя чужим в семье."
"# Translate:

sensation

## Footnote

I felt a strange sensation.","ощущение

## Footnote

Я чувствовал странное ощущение."
"# Translate:

opponent

## Footnote

His opponent is strong.","противник

## Footnote

Его противник сильный."
"# Translate:

no way

## Footnote

No way I will do this.","никак

## Footnote

Я никак это не сделаю."
"# Translate:

define

## Footnote

Please define this word.","определить

## Footnote

Пожалуйста, определите это слово."
"# Translate:

writer

## Footnote

The writer wrote a new novel.","писатель

## Footnote

Писатель написал новый роман."
"# Translate:

star

## Footnote

I see a star in the sky.","звезда

## Footnote

Я вижу звезду на небе."
"# Translate:

to create

## Footnote

Artists love to create.","создавать

## Footnote

Художники любят создавать."
"# Translate:

sign

## Footnote

I see a sign on the road.","знак

## Footnote

Я вижу знак на дороге."
"# Translate:

at all

## Footnote

He did not come at all.","вовсе

## Footnote

Он вовсе не пришёл."
"# Translate:

confident

## Footnote

He felt confident.","уверенный

## Footnote

Он чувствовал себя уверенным."
"# Translate:

influence

## Footnote

He has significant influence.","влияние

## Footnote

У него значительное влияние."
"# Translate:

breast

## Footnote

Her hand is on her breast.","грудь

## Footnote

Её рука на груди."
"# Translate:

control

## Footnote

He lost control of the car.","контроль

## Footnote

Он потерял контроль над машиной."
"# Translate:

yard

## Footnote

The boy played in the yard.","двор

## Footnote

Мальчик играл во дворе."
"# Translate:

simultaneously

## Footnote

They came simultaneously.","одновременно

## Footnote

Они пришли одновременно."
"# Translate:

joy

## Footnote

I feel joy.","радость

## Footnote

Я чувствую радость."
"# Translate:

tomorrow

## Footnote

I will start work tomorrow.","завтра

## Footnote

Я начну работу завтра."
"# Translate:

older

## Footnote

He is my older brother.","старший

## Footnote

Он мой старший брат."
"# Translate:

declare

## Footnote

They will declare this tomorrow.","заявить

## Footnote

Они заявят об этом завтра."
"# Translate:

impression

## Footnote

I have a strong impression.","впечатление

## Footnote

У меня сильное впечатление."
"# Translate:

practice

## Footnote

She wants more practice.","практика

## Footnote

Она хочет больше практики."
"# Translate:

inside

## Footnote

I am inside the house.","внутри

## Footnote

Я внутри дома."
"# Translate:

manual

## Footnote

I lost the manual.","руководство

## Footnote

Я потерял руководство."
"# Translate:

content

## Footnote

The book's content is interesting.","содержание

## Footnote

Содержание книги интересное."
"# Translate:

will

## Footnote

She has a strong will.","воля

## Footnote

У неё сильная воля."
"# Translate:

January

## Footnote

January is the first month.","январь

## Footnote

Январь - первый месяц."
"# Translate:

combat

## Footnote

He has combat experience.","боевой

## Footnote

У него боевой опыт."
"# Translate:

to grab

## Footnote

He began to grab the book.","хватать

## Footnote

Он начал хватать книгу."
"# Translate:

yesterday

## Footnote

I saw you yesterday evening.","вчера

## Footnote

Я видел тебя вчера вечером."
"# Translate:

regime

## Footnote

This regime is strong.","режим

## Footnote

Этот режим сильный."
"# Translate:

to give away

## Footnote

I want to give away my books.","отдать

## Footnote

Я хочу отдать свои книги."
"# Translate:

health

## Footnote

Health is important.","здоровье

## Footnote

Здоровье важно."
"# Translate:

grow

## Footnote

Trees grow here.","расти

## Footnote

Деревья растут здесь."
"# Translate:

correct

## Footnote

Your answer is correct.","правильный

## Footnote

Ваш ответ правильный."
"# Translate:

kilometer

## Footnote

We walked five kilometers today.","километр

## Footnote

Мы прошли пять километров сегодня."
"# Translate:

six

## Footnote

We bought six books today.","шесть

## Footnote

Мы купили сегодня шесть книг."
"# Translate:

personality

## Footnote

His personality is interesting.","личность

## Footnote

Его личность интересная."
"# Translate:

physical

## Footnote

Physical health is important.","физический

## Footnote

Физическое здоровье важно."
"# Translate:

mouth

## Footnote

Open your mouth.","рот

## Footnote

Открой рот."
"# Translate:

sick

## Footnote

This man is sick.","больной

## Footnote

Этот мужчина больной."
"# Translate:

limit

## Footnote

This is the limit.","предел

## Footnote

Это предел."
"# Translate:

borrow

## Footnote

I want to borrow this book.","занять

## Footnote

Я хочу занять эту книгу."
"# Translate:

reader

## Footnote

This reader likes the book.","читатель

## Footnote

Этот читатель любит книгу."
"# Translate:

slowly

## Footnote

He slowly opened the door.","медленно

## Footnote

Он медленно открыл дверь."
"# Translate:

old man

## Footnote

The old man is at the table.","старик

## Footnote

Старик за столом."
