Question,Answer
"# Translate:

квартал

## Footnote

Через квартал.","block, quarter

## Footnote

A block away."
"# Translate:

законодательный

## Footnote

Законодательная власть.","legislative

## Footnote

The legislative branch."
"# Translate:

эксплуатация

## Footnote

Это чистая эксплуатация.","exploitation, operation

## Footnote

That's outright exploitation."
"# Translate:

домик

## Footnote

Там домик.","little house, cottage

## Footnote

There's a little house there."
"# Translate:

окончательный

## Footnote

Это мое окончательное решение.","final, definitive

## Footnote

This is my final decision."
"# Translate:

пожар

## Footnote

Там пожар!","fire

## Footnote

There's a fire!"
"# Translate:

головной

## Footnote

Головная боль.","head (adj.)

## Footnote

A headache."
"# Translate:

металлический

## Footnote

Металлическая дверь.","metal, metallic

## Footnote

A metal door."
"# Translate:

чудесный

## Footnote

Чудесный день.","wonderful

## Footnote

A wonderful day."
"# Translate:

слуга

## Footnote

Позови слугу.","servant

## Footnote

Call the servant."
"# Translate:

осуществить

## Footnote

Это трудно осуществить.","to carry out, to implement

## Footnote

That's hard to carry out."
"# Translate:

удачный

## Footnote

Удачная покупка.","successful, lucky

## Footnote

A lucky buy."
"# Translate:

решительно

## Footnote

Он решительно отказался.","resolutely, firmly

## Footnote

He refused outright."
"# Translate:

переводить

## Footnote

Ты переводишь?","to translate, to transfer

## Footnote

Are you translating?"
"# Translate:

критический

## Footnote

Критический момент.","critical

## Footnote

A critical moment."
"# Translate:

деятель

## Footnote

Он политический деятель.","public figure

## Footnote

He's a political figure."
"# Translate:

нажать

## Footnote

Нажми сюда.","to press

## Footnote

Press here."
"# Translate:

посоветовать

## Footnote

Посоветуй, что делать.","to advise, to recommend

## Footnote

What do you suggest I do?"
"# Translate:

руль

## Footnote

Держи руль.","steering wheel

## Footnote

Hold the wheel."
"# Translate:

потратить

## Footnote

Я всё потратил.","to spend

## Footnote

I spent it all."
