Question,Answer
"# Translate:

effect

## Footnote

The medicine had an immediate effect.","эффект

## Footnote

Лекарство имело немедленный эффект."
"# Translate:

to fly

## Footnote

Birds love to fly south in winter.","лететь

## Footnote

Птицы любят лететь на юг зимой."
"# Translate:

trade

## Footnote

International trade boosts economies.","торговый

## Footnote

Международная торговля стимулирует экономики."
"# Translate:

description

## Footnote

The book's description was intriguing.","описание

## Footnote

Описание книги было интригующим."
"# Translate:

risk

## Footnote

Investing in stocks involves risk.","риск

## Footnote

Инвестирование в акции влечет за собой риск."
"# Translate:

accommodate

## Footnote

We can accommodate five guests comfortably.","расположить

## Footnote

Мы можем комфортно расположить пять гостей."
"# Translate:

horse

## Footnote

The horse galloped across the field.","лошадь

## Footnote

Лошадь скакала через поле."
"# Translate:

corridor

## Footnote

The corridor was dimly lit.","коридор

## Footnote

Коридор был тускло освещен."
"# Translate:

girlfriend

## Footnote

She called her girlfriend for advice.","подруга

## Footnote

Она позвонила своей подруге за советом."
"# Translate:

commit

## Footnote

He will commit a serious mistake.","совершить

## Footnote

Он совершит серьезную ошибку."
"# Translate:

capital

## Footnote

Investing capital wisely yields profits.","капитал

## Footnote

Разумное вложение капитала приносит прибыль."
"# Translate:

exception

## Footnote

She was the exception to the rule.","исключение

## Footnote

Она была исключением из правил."
"# Translate:

competition

## Footnote

She won the singing competition easily.","конкурс

## Footnote

Она легко выиграла певческий конкурс."
"# Translate:

scheme

## Footnote

He devised a clever scheme.","схема

## Footnote

Он разработал умную схему."
"# Translate:

nocturnal

## Footnote

Owls are nocturnal birds.","ночной

## Footnote

Совы - ночные птицы."
"# Translate:

spring

## Footnote

Spring brings beautiful flowers.","весна

## Footnote

Весна приносит красивые цветы."
"# Translate:

check

## Footnote

Please check your email inbox.","проверить

## Footnote

Пожалуйста, проверьте вашу электронную почту."
"# Translate:

beauty

## Footnote

Her smile is pure beauty.","красота

## Footnote

Её улыбка - чистая красота."
"# Translate:

thirty

## Footnote

She turned thirty last month.","тридцать

## Footnote

Она исполнилось тридцать в прошлом месяце."
"# Translate:

fish

## Footnote

I caught a big fish today.","рыба

## Footnote

Сегодня я поймал большую рыбу."
"# Translate:

get

## Footnote

I'll get the book from the shelf.","достать

## Footnote

Я достану книгу с полки."
"# Translate:

deeply

## Footnote

She was deeply moved by the story.","глубоко

## Footnote

Она была глубоко тронута историей."
"# Translate:

publish

## Footnote

They will publish the article tomorrow.","опубликовать

## Footnote

Они опубликуют статью завтра."
"# Translate:

accurate

## Footnote

His predictions were surprisingly accurate.","точный

## Footnote

Его прогнозы были удивительно точными."
"# Translate:

pipe

## Footnote

He smoked tobacco in his pipe.","трубка

## Footnote

Он курил табак в своей трубке."
"# Translate:

to be said

## Footnote

There's much to be said about it.","говориться

## Footnote

Об этом можно много говориться."
"# Translate:

eastern

## Footnote

Eastern winds chilled the night air.","восточный

## Footnote

Восточные ветры охладили ночной воздух."
"# Translate:

key

## Footnote

I lost my key yesterday.","ключ

## Footnote

Я потерял свой ключ вчера."
"# Translate:

surname

## Footnote

What's your surname?","фамилия

## Footnote

Какая у вас фамилия?"
"# Translate:

to include

## Footnote

Remember to include everyone.","включать

## Footnote

Не забудьте включить всех."
"# Translate:

discovery

## Footnote

The discovery amazed the whole world.","открытие

## Footnote

Открытие поразило весь мир."
"# Translate:

turn on

## Footnote

Please turn on the light.","включить

## Footnote

Пожалуйста, включите свет."
"# Translate:

miracle

## Footnote

The sunset was a true miracle.","чудо

## Footnote

Закат был настоящим чудом."
"# Translate:

regiment

## Footnote

The regiment marched through the city.","полк

## Footnote

Полк прошел маршем через город."
"# Translate:

armchair

## Footnote

He read quietly in his armchair.","кресло

## Footnote

Он тихо читал в своём кресле."
"# Translate:

opposite

## Footnote

He sat opposite me.","напротив

## Footnote

Он сидел напротив меня."
"# Translate:

appeal

## Footnote

Their appeal reached many hearts.","обращение

## Footnote

Их обращение тронуло многие сердца."
"# Translate:

describe

## Footnote

Please describe your experience.","описать

## Footnote

Пожалуйста, опишите ваш опыт."
"# Translate:

quiet

## Footnote

The forest was quiet and serene.","тихий

## Footnote

Лес был тихим и спокойным."
"# Translate:

whose

## Footnote

Whose book is this?","чей

## Footnote

Чей это книга?"
"# Translate:

eight

## Footnote

She bought eight apples yesterday.","восемь

## Footnote

Она купила восемь яблок вчера."
"# Translate:

gray

## Footnote

The sky is gray today.","серый

## Footnote

Сегодня небо серое."
"# Translate:

to be present

## Footnote

He needed to be present at the meeting.","присутствовать

## Footnote

Ему нужно было присутствовать на собрании."
"# Translate:

to learn

## Footnote

I want to learn Russian.","научиться

## Footnote

Я хочу научиться русскому."
"# Translate:

ministry

## Footnote

She works at the health ministry.","министерство

## Footnote

Она работает в министерстве здравоохранения."
"# Translate:

unexpectedly

## Footnote

She unexpectedly won the lottery.","неожиданно

## Footnote

Она неожиданно выиграла в лотерею."
"# Translate:

cinema

## Footnote

We watched a movie at the cinema.","кино

## Footnote

Мы смотрели фильм в кино."
"# Translate:

medical

## Footnote

She pursued a medical career.","медицинский

## Footnote

Она стремилась к медицинской карьере."
"# Translate:

tax

## Footnote

Income tax is due soon.","налог

## Footnote

Налог на доходы скоро должен быть уплачен."
"# Translate:

iron

## Footnote

The iron gate creaked open slowly.","железный

## Footnote

Железные ворота медленно скрипнули, открываясь."
"# Translate:

glad

## Footnote

I'm glad you came today.","рад

## Footnote

Я рад, что ты пришел сегодня."
"# Translate:

reduction

## Footnote

A significant reduction in errors occurred.","сведение

## Footnote

Произошло значительное сведение ошибок."
"# Translate:

cultural

## Footnote

We attended a cultural event downtown.","культурный

## Footnote

Мы посетили культурное мероприятие в центре города."
