Question,Answer
"# Translate:

Moscow

## Footnote

Moscow is a city.","Москва

## Footnote

Москва — город."
"# Translate:

normal

## Footnote

This is a normal day.","нормальный

## Footnote

Это нормальный день."
"# Translate:

consciousness

## Footnote

Consciousness is part of life.","сознание

## Footnote

Сознание — часть жизни."
"# Translate:

picture

## Footnote

The picture is on the wall.","картина

## Footnote

Картина на стене."
"# Translate:

strongly

## Footnote

I strongly feel this.","сильно

## Footnote

Я сильно это чувствую."
"# Translate:

to die

## Footnote

He does not want to die.","умереть

## Footnote

Он не хочет умереть."
"# Translate:

April

## Footnote

I work in April.","апрель

## Footnote

Я работаю в апреле."
"# Translate:

source

## Footnote

This is our water source.","источник

## Footnote

Это наш источник воды."
"# Translate:

instead of

## Footnote

I want this instead of that.","вместо

## Footnote

Я хочу это вместо того."
"# Translate:

border

## Footnote

We are near the border.","граница

## Footnote

Мы рядом с границей."
"# Translate:

to consist

## Footnote

The group consists of people.","состоять

## Footnote

Группа состоит из людей."
"# Translate:

half

## Footnote

I know half of it.","половина

## Footnote

Я знаю половину этого."
"# Translate:

operation

## Footnote

The operation is today.","операция

## Footnote

Операция сегодня."
"# Translate:

assessment

## Footnote

This is my assessment.","оценка

## Footnote

Это моя оценка."
"# Translate:

fire

## Footnote

I see the fire.","огонь

## Footnote

Я вижу огонь."
"# Translate:

constantly

## Footnote

She constantly looks at him.","постоянно

## Footnote

Она постоянно на него смотрит."
"# Translate:

specialist

## Footnote

He is a specialist.","специалист

## Footnote

Он специалист."
"# Translate:

the main thing

## Footnote

The main thing is to know this.","главное

## Footnote

Главное — знать это."
"# Translate:

dog

## Footnote

I see a dog.","собака

## Footnote

Я вижу собаку."
"# Translate:

computer

## Footnote

I work on my computer every day.","компьютер

## Footnote

Я работаю на своём компьютере каждый день."
"# Translate:

beautiful

## Footnote

She is beautiful.","красивый

## Footnote

Она красивая."
"# Translate:

technology

## Footnote

I know this technology.","технология

## Footnote

Я знаю эту технологию."
"# Translate:

tree

## Footnote

I see a tree near the house.","дерево

## Footnote

Я вижу дерево рядом с домом."
"# Translate:

exit

## Footnote

Find the exit.","выход

## Footnote

Найдите выход."
"# Translate:

mountain

## Footnote

We are on the mountain.","гора

## Footnote

Мы на горе."
"# Translate:

to enter

## Footnote

I enter the house.","входить

## Footnote

Я вхожу в дом."
"# Translate:

scientific

## Footnote

This is scientific work.","научный

## Footnote

Это научная работа."
"# Translate:

children's

## Footnote

I will buy a children's book.","детский

## Footnote

Я куплю детскую книгу."
"# Translate:

ship

## Footnote

I see a ship on the water.","корабль

## Footnote

Я вижу корабль на воде."
"# Translate:

to wish

## Footnote

I wish to see you.","желать

## Footnote

Я желаю видеть вас."
"# Translate:

shore

## Footnote

We walk on the shore.","берег

## Footnote

Мы идём по берегу."
"# Translate:

wide

## Footnote

This street is wide.","широкий

## Footnote

Эта улица широкая."
"# Translate:

low

## Footnote

His voice is low.","низкий

## Footnote

Его голос низкий."
"# Translate:

kill

## Footnote

He wants to kill him.","убить

## Footnote

Он хочет убить его."
"# Translate:

future

## Footnote

I see the future.","будущее

## Footnote

Я вижу будущее."
"# Translate:

external

## Footnote

This is an external problem.","внешний

## Footnote

Это внешняя проблема."
"# Translate:

literature

## Footnote

This is Russian literature.","литература

## Footnote

Это русская литература."
"# Translate:

employee

## Footnote

This employee is here.","сотрудник

## Footnote

Этот сотрудник здесь."
"# Translate:

Wednesday

## Footnote

I have a meeting on Wednesday.","среда

## Footnote

У меня встреча в среду."
"# Translate:

to help

## Footnote

I want to help you.","помогать

## Footnote

Я хочу помогать вам."
"# Translate:

fight

## Footnote

I see the fight.","бой

## Footnote

Я вижу бой."
"# Translate:

complex

## Footnote

The problem is quite complex.","сложный

## Footnote

Проблема довольно сложная."
"# Translate:

hall

## Footnote

I am in the hall.","зал

## Footnote

Я в зале."
"# Translate:

structure

## Footnote

I see the structure.","структура

## Footnote

Я вижу структуру."
"# Translate:

despite

## Footnote

Despite this, I am here.","несмотря на

## Footnote

Несмотря на это, я здесь."
"# Translate:

to use

## Footnote

I use this.","пользоваться

## Footnote

Я пользуюсь этим."
"# Translate:

protection

## Footnote

I want protection.","защита

## Footnote

Я хочу защиту."
"# Translate:

short

## Footnote

This book is short.","короткий

## Footnote

Эта книга короткая."
"# Translate:

boss

## Footnote

My boss is here.","начальник

## Footnote

Мой начальник здесь."
"# Translate:

paper

## Footnote

I want paper.","бумага

## Footnote

Я хочу бумагу."
"# Translate:

strange

## Footnote

He has a strange name.","странный

## Footnote

У него странное имя."
"# Translate:

install

## Footnote

We want to install this.","установить

## Footnote

Мы хотим установить это."
"# Translate:

edge

## Footnote

He stood at the edge.","край

## Footnote

Он стоял у края."
"# Translate:

error

## Footnote

I see an error.","ошибка

## Footnote

Я вижу ошибку."
"# Translate:

church

## Footnote

I see the church.","церковь

## Footnote

Я вижу церковь."
"# Translate:

composition

## Footnote

I know the composition of this.","состав

## Footnote

Я знаю состав этого."
"# Translate:

explain

## Footnote

Explain your answer.","объяснить

## Footnote

Объясните ваш ответ."
"# Translate:

isn't it

## Footnote

Isn't it so?","не так ли?; разве не ...?

## Footnote

Разве не так?"
"# Translate:

inform

## Footnote

Inform me now.","сообщить

## Footnote

Сообщите мне сейчас."
"# Translate:

so that

## Footnote

I am here so that I can work.","чтоб

## Footnote

Я здесь, чтоб работать."
"# Translate:

so much

## Footnote

I know so much now.","столько

## Footnote

Я знаю столько сейчас."
"# Translate:

concept

## Footnote

I know this concept.","понятие

## Footnote

Я знаю это понятие."
"# Translate:

support

## Footnote

I want your support.","поддержка

## Footnote

Я хочу вашу поддержку."
"# Translate:

raise

## Footnote

I will raise my hand now.","поднять

## Footnote

Я сейчас подниму руку."
"# Translate:

age

## Footnote

I know her age.","возраст

## Footnote

Я знаю её возраст."
"# Translate:

to stand up

## Footnote

I will stand up.","встать

## Footnote

Я встану."
"# Translate:

difficult

## Footnote

It is difficult to do this.","трудно

## Footnote

Трудно это сделать."
"# Translate:

fast

## Footnote

This is a fast car.","быстрый

## Footnote

Это быстрая машина."
"# Translate:

line

## Footnote

I see a line.","линия

## Footnote

Я вижу линию."
"# Translate:

novel

## Footnote

I read this novel.","роман

## Footnote

Я читаю этот роман."
"# Translate:

to look

## Footnote

She looks good.","выглядеть

## Footnote

Она хорошо выглядит."
"# Translate:

to be available

## Footnote

The book is available.","иметься

## Footnote

Книга имеется."
"# Translate:

wind

## Footnote

The wind is very strong today.","ветер

## Footnote

Сегодня ветер очень сильный."
"# Translate:

arise

## Footnote

Problems can arise.","возникать

## Footnote

Проблемы могут возникать."
"# Translate:

English

## Footnote

I know English.","английский

## Footnote

Я знаю английский."
"# Translate:

course

## Footnote

This is a new course.","курс

## Footnote

Это новый курс."
"# Translate:

mark

## Footnote

I will mark this day.","отметить

## Footnote

Я отмечу этот день."
"# Translate:

search

## Footnote

We continue the search.","поиск

## Footnote

Мы продолжаем поиск."
"# Translate:

dad

## Footnote

I love my dad.","папа

## Footnote

Я люблю своего папу."
"# Translate:

theory

## Footnote

I know this theory.","теория

## Footnote

Я знаю эту теорию."
"# Translate:

add

## Footnote

Add this.","добавить

## Footnote

Добавьте это."
"# Translate:

former

## Footnote

He is a former friend.","бывший

## Footnote

Он бывший друг."
"# Translate:

space

## Footnote

I want more space.","пространство

## Footnote

Я хочу больше пространства."
"# Translate:

to study

## Footnote

I want to study here.","учиться

## Footnote

Я хочу учиться здесь."
"# Translate:

economy

## Footnote

The economy is good.","экономика

## Footnote

Экономика хорошая."
"# Translate:

clean

## Footnote

The room is clean.","чистый

## Footnote

Комната чистая."
"# Translate:

lose

## Footnote

I do not want to lose this.","потерять

## Footnote

Я не хочу потерять это."
"# Translate:

throw

## Footnote

He will throw this.","бросить

## Footnote

Он бросит это."
"# Translate:

behavior

## Footnote

His behavior is good.","поведение

## Footnote

Его поведение хорошее."
"# Translate:

serve

## Footnote

He will serve his country.","служить

## Footnote

Он будет служить своей стране."
"# Translate:

to turn out

## Footnote

It turned out well.","получиться

## Footnote

Это хорошо получилось."
"# Translate:

weapon

## Footnote

I see a weapon.","оружие

## Footnote

Я вижу оружие."
"# Translate:

fear

## Footnote

Fear is in her heart.","страх

## Footnote

Страх в её сердце."
"# Translate:

page

## Footnote

I see this page.","страница

## Footnote

Я вижу эту страницу."
"# Translate:

enemy

## Footnote

I see the enemy.","враг

## Footnote

Я вижу врага."
"# Translate:

twenty

## Footnote

She is twenty.","двадцать

## Footnote

Ей двадцать."
"# Translate:

leader

## Footnote

She is the leader.","руководитель

## Footnote

Она руководитель."
"# Translate:

from where

## Footnote

From where did you come?","откуда

## Footnote

Откуда вы пришли?"
"# Translate:

much

## Footnote

This is much more.","гораздо

## Footnote

Это гораздо больше."
"# Translate:

map

## Footnote

I want a map.","карта

## Footnote

Я хочу карту."
"# Translate:

terrible

## Footnote

This is a terrible day.","страшный

## Footnote

Это страшный день."
"# Translate:

sound

## Footnote

I hear a sound.","звук

## Footnote

Я слышу звук."
"# Translate:

stone

## Footnote

I see a stone.","камень

## Footnote

Я вижу камень."
"# Translate:

to expect

## Footnote

I expect you today.","ожидать

## Footnote

Я ожидаю вас сегодня."
"# Translate:

story

## Footnote

She wrote a story.","рассказ

## Footnote

Она написала рассказ."
"# Translate:

detect

## Footnote

I can detect this.","обнаружить

## Footnote

Я могу обнаружить это."
"# Translate:

master

## Footnote

He is the master of the house.","хозяин

## Footnote

Он хозяин дома."
"# Translate:

analysis

## Footnote

I see the analysis.","анализ

## Footnote

Я вижу анализ."
"# Translate:

hope

## Footnote

I have hope.","надежда

## Footnote

У меня есть надежда."
"# Translate:

Mr.

## Footnote

Thank you, Mr. President.","господин

## Footnote

Спасибо, господин президент."
"# Translate:

soldier

## Footnote

The soldier is here.","солдат

## Footnote

Солдат здесь."
"# Translate:

unified

## Footnote

This is a unified team.","единый

## Footnote

Это единая команда."
"# Translate:

color

## Footnote

I see the color.","цвет

## Footnote

Я вижу цвет."
"# Translate:

to sit down

## Footnote

I want to sit down.","сесть

## Footnote

Я хочу сесть."
"# Translate:

circle

## Footnote

I see a circle.","круг

## Footnote

Я вижу круг."
"# Translate:

attempt

## Footnote

This is an attempt.","попытка

## Footnote

Это попытка."
"# Translate:

once

## Footnote

Once, I saw him here.","однажды

## Footnote

Однажды я видел его здесь."
"# Translate:

comment

## Footnote

I wrote a comment.","комментарий

## Footnote

Я написал комментарий."
"# Translate:

client

## Footnote

The client is here.","клиент

## Footnote

Клиент здесь."
"# Translate:

strike

## Footnote

His strike was strong.","удар

## Footnote

Его удар был сильным."
"# Translate:

extreme

## Footnote

He has extreme views.","крайний

## Footnote

У него крайние взгляды."
"# Translate:

base

## Footnote

This is a military base.","база

## Footnote

Это военная база."
"# Translate:

necessity

## Footnote

Water is a necessity.","необходимость

## Footnote

Вода — необходимость."
"# Translate:

stop

## Footnote

Please stop here.","остановиться

## Footnote

Пожалуйста, остановитесь здесь."
"# Translate:

mean

## Footnote

What does this word mean?","означать

## Footnote

Что означает это слово?"
"# Translate:

to appear

## Footnote

He appears at school.","появляться

## Footnote

Он появляется в школе."
"# Translate:

daughter

## Footnote

My daughter loves books.","дочь

## Footnote

Моя дочь любит книги."
"# Translate:

please

## Footnote

Please wait.","пожалуйста

## Footnote

Пожалуйста, ждите."
"# Translate:

republic

## Footnote

This country is a republic.","республика

## Footnote

Эта страна — республика."
"# Translate:

performance

## Footnote

I saw a performance.","представление

## Footnote

Я видел представление."
"# Translate:

to put

## Footnote

Where do I put the car?","ставить (вертикально или на место); класть

## Footnote

Где мне ставить машину?"
"# Translate:

hair

## Footnote

Her hair is white.","волосы

## Footnote

У неё белые волосы."
"# Translate:

faith

## Footnote

She has faith.","вера

## Footnote

У неё есть вера."
"# Translate:

bring

## Footnote

Bring water.","принести

## Footnote

Принесите воду."
"# Translate:

to be called

## Footnote

What is this called?","называться

## Footnote

Как это называется?"
"# Translate:

absence

## Footnote

His absence is a problem.","отсутствие

## Footnote

Его отсутствие — проблема."
"# Translate:

mass

## Footnote

The mass is big.","масса

## Footnote

Масса большая."
"# Translate:

percent

## Footnote

One percent is little.","процент

## Footnote

Один процент — мало."
"# Translate:

choose

## Footnote

Choose this.","выбрать

## Footnote

Выберите это."
"# Translate:

student

## Footnote

The student is here.","студент

## Footnote

Студент здесь."
"# Translate:

building

## Footnote

I see a building.","здание

## Footnote

Я вижу здание."
"# Translate:

guys

## Footnote

The guys are here.","ребята

## Footnote

Ребята здесь."
"# Translate:

corner

## Footnote

The house is on the corner.","угол

## Footnote

Дом на углу."
"# Translate:

specific

## Footnote

Give a specific example.","конкретный

## Footnote

Дайте конкретный пример."
"# Translate:

speed

## Footnote

The speed is high.","скорость

## Footnote

Скорость высокая."
"# Translate:

agree

## Footnote

I cannot agree.","согласиться

## Footnote

Я не могу согласиться."
"# Translate:

requirement

## Footnote

This is a requirement.","требование

## Footnote

Это требование."
"# Translate:

favorite

## Footnote

This is my favorite book.","любимый

## Footnote

Это моя любимая книга."
"# Translate:

May

## Footnote

I work in May.","май

## Footnote

Я работаю в мае."
"# Translate:

to approach

## Footnote

He approaches the house.","подходить

## Footnote

Он подходит к дому."
"# Translate:

to run

## Footnote

I want to run.","бежать

## Footnote

Я хочу бежать."
"# Translate:

address

## Footnote

This is my address.","адрес

## Footnote

Это мой адрес."
"# Translate:

visible

## Footnote

The book is visible.","видно

## Footnote

Книгу видно."
"# Translate:

news

## Footnote

This news is important.","новость

## Footnote

Эта новость важна."
"# Translate:

list

## Footnote

Look at the list.","список

## Footnote

Посмотри на список."
"# Translate:

to return

## Footnote

I return in the evening.","возвращаться

## Footnote

Я возвращаюсь вечером."
"# Translate:

energy

## Footnote

This energy is important.","энергия

## Footnote

Эта энергия важна."
"# Translate:

conclusion

## Footnote

This is my conclusion.","вывод

## Footnote

Это мой вывод."
"# Translate:

teacher

## Footnote

The teacher will say this.","учитель

## Footnote

Учитель скажет это."
"# Translate:

contract

## Footnote

This is a contract.","договор

## Footnote

Это договор."
"# Translate:

remove

## Footnote

Remove this from the table.","снять

## Footnote

Снимите это со стола."
"# Translate:

depend

## Footnote

This can depend on work.","зависеть

## Footnote

Это может зависеть от работы."
"# Translate:

sphere

## Footnote

The Earth is a sphere.","сфера

## Footnote

Земля — сфера."
"# Translate:

western

## Footnote

The western sky is red.","западный

## Footnote

Западное небо красное."
"# Translate:

necessarily

## Footnote

This is not necessarily so.","обязательно

## Footnote

Это не обязательно так."
"# Translate:

German

## Footnote

This is a German book.","немецкий

## Footnote

Это немецкая книга."
"# Translate:

approximately

## Footnote

It costs approximately one ruble.","примерно

## Footnote

Это стоит примерно один рубль."
"# Translate:

pain

## Footnote

I feel pain.","боль

## Footnote

Я чувствую боль."
"# Translate:

safety

## Footnote

Safety is important.","безопасность

## Footnote

Безопасность важна."
"# Translate:

function

## Footnote

This function is good.","функция

## Footnote

Эта функция хорошая."
"# Translate:

badly

## Footnote

He did this badly.","плохо

## Footnote

Он плохо это сделал."
"# Translate:

certain

## Footnote

A certain man came.","некий (какой-то); определённый; уверенный

## Footnote

Пришёл некий человек."
"# Translate:

ability

## Footnote

I have the ability to work.","способность

## Footnote

У меня есть способность работать."
"# Translate:

bank

## Footnote

I am at the bank.","банк

## Footnote

Я в банке."
"# Translate:

pleasure

## Footnote

I read for pleasure.","удовольствие

## Footnote

Я читаю ради удовольствия."
"# Translate:

alien

## Footnote

He will feel alien in the family.","чужой

## Footnote

Он будет чувствовать себя чужим в семье."
"# Translate:

sensation

## Footnote

I feel this sensation.","ощущение

## Footnote

Я чувствую это ощущение."
"# Translate:

opponent

## Footnote

His opponent is strong.","противник

## Footnote

Его противник сильный."
"# Translate:

no way

## Footnote

There is no way to do this.","никак

## Footnote

Это никак не сделать."
"# Translate:

define

## Footnote

Define the main goal.","определить

## Footnote

Определите главную цель."
"# Translate:

writer

## Footnote

The writer wrote a book.","писатель

## Footnote

Писатель написал книгу."
"# Translate:

star

## Footnote

I see a star in the sky.","звезда

## Footnote

Я вижу звезду на небе."
"# Translate:

to create

## Footnote

I love to create.","создавать

## Footnote

Я люблю создавать."
"# Translate:

sign

## Footnote

I see a sign on the road.","знак

## Footnote

Я вижу знак на дороге."
"# Translate:

at all

## Footnote

He did not come at all.","вовсе

## Footnote

Он вовсе не пришёл."
"# Translate:

confident

## Footnote

He will feel confident.","уверенный

## Footnote

Он будет чувствовать себя уверенным."
"# Translate:

influence

## Footnote

He has influence.","влияние

## Footnote

У него есть влияние."
"# Translate:

breast

## Footnote

Her hand is on her breast.","грудь

## Footnote

Её рука на груди."
"# Translate:

control

## Footnote

I have control.","контроль

## Footnote

У меня есть контроль."
"# Translate:

yard

## Footnote

The boy played in the yard.","двор

## Footnote

Мальчик играл во дворе."
"# Translate:

simultaneously

## Footnote

They came simultaneously.","одновременно

## Footnote

Они пришли одновременно."
"# Translate:

joy

## Footnote

I feel joy.","радость

## Footnote

Я чувствую радость."
"# Translate:

tomorrow

## Footnote

I will work tomorrow.","завтра

## Footnote

Я буду работать завтра."
"# Translate:

older

## Footnote

He is my older brother.","старший

## Footnote

Он мой старший брат."
"# Translate:

declare

## Footnote

They will declare this today.","заявить

## Footnote

Они заявят об этом сегодня."
"# Translate:

impression

## Footnote

I have a strong impression.","впечатление

## Footnote

У меня сильное впечатление."
"# Translate:

practice

## Footnote

She wants more practice.","практика

## Footnote

Она хочет больше практики."
"# Translate:

inside

## Footnote

I am inside the house.","внутри

## Footnote

Я внутри дома."
"# Translate:

manual

## Footnote

I have the manual.","руководство

## Footnote

У меня есть руководство."
"# Translate:

content

## Footnote

The content of the book is good.","содержание

## Footnote

Содержание книги хорошее."
"# Translate:

will

## Footnote

She has a strong will.","воля

## Footnote

У неё сильная воля."
"# Translate:

January

## Footnote

January is the first month.","январь

## Footnote

Январь - первый месяц."
"# Translate:

combat

## Footnote

He has combat experience.","бой; боевой (прилагательное)

## Footnote

У него боевой опыт."
"# Translate:

to grab

## Footnote

I grab the book.","хватать

## Footnote

Я хватаю книгу."
"# Translate:

yesterday

## Footnote

I saw you yesterday.","вчера

## Footnote

Я видел тебя вчера."
"# Translate:

regime

## Footnote

This regime is strong.","режим

## Footnote

Этот режим сильный."
"# Translate:

to give away

## Footnote

I want to give away my books.","отдать

## Footnote

Я хочу отдать свои книги."
"# Translate:

health

## Footnote

Health is important.","здоровье

## Footnote

Здоровье важно."
"# Translate:

grow

## Footnote

People grow.","расти

## Footnote

Люди растут."
"# Translate:

correct

## Footnote

Your answer is correct.","правильный

## Footnote

Ваш ответ правильный."
"# Translate:

kilometer

## Footnote

We walked five kilometers today.","километр

## Footnote

Мы прошли пять километров сегодня."
"# Translate:

six

## Footnote

We will buy six books today.","шесть

## Footnote

Мы купим шесть книг сегодня."
"# Translate:

personality

## Footnote

His personality is interesting.","личность

## Footnote

Его личность интересная."
"# Translate:

physical

## Footnote

This is physical work.","физический

## Footnote

Это физическая работа."
"# Translate:

mouth

## Footnote

Open your mouth.","рот

## Footnote

Открой рот."
"# Translate:

sick

## Footnote

This man is sick.","больной

## Footnote

Этот мужчина больной."
"# Translate:

limit

## Footnote

This is the limit.","предел

## Footnote

Это предел."
"# Translate:

borrow

## Footnote

I want to borrow a thousand rubles.","взять взаймы

## Footnote

Я хочу взять взаймы тысячу рублей."
"# Translate:

reader

## Footnote

This reader likes the book.","читатель

## Footnote

Этот читатель любит книгу."
"# Translate:

slowly

## Footnote

He will slowly open the door.","медленно

## Footnote

Он медленно откроет дверь."
"# Translate:

old man

## Footnote

The old man is at the table.","старик

## Footnote

Старик за столом."
"# Translate:

victory

## Footnote

This is a great victory.","победа

## Footnote

Это великая победа."
"# Translate:

element

## Footnote

This is an important element of the system.","элемент

## Footnote

Это важный элемент системы."
"# Translate:

naturally

## Footnote

Naturally, he will say no.","естественно

## Footnote

Естественно, он скажет нет."
"# Translate:

turn to

## Footnote

I will turn to you for help.","обратиться

## Footnote

Я обращусь к вам за помощью."
"# Translate:

permanent

## Footnote

This change is permanent.","постоянный

## Footnote

Это изменение постоянное."
"# Translate:

to meet

## Footnote

We meet every day.","встречаться

## Footnote

Мы встречаемся каждый день."
"# Translate:

female

## Footnote

This is a female voice.","женский

## Footnote

Это женский голос."
"# Translate:

commander

## Footnote

The commander is here.","командир

## Footnote

Командир здесь."
"# Translate:

August

## Footnote

I work in August.","август

## Footnote

Я работаю в августе."
"# Translate:

for the first time

## Footnote

I was here for the first time.","впервые

## Footnote

Я был здесь впервые."
