Question,Answer
"# Translate:

provider

## Footnote

Choose a good internet provider.","провайдер

## Footnote

Выберите хорошего провайдера интернета."
"# Translate:

doze

## Footnote

I often doze in the chair.","дремать

## Footnote

Я часто дремлю в кресле."
"# Translate:

fall into

## Footnote

He will fall into anger.","впасть

## Footnote

Он впадёт в гнев."
"# Translate:

to take shelter

## Footnote

We had to take shelter from the rain.","укрыться

## Footnote

Мы должны были укрыться от дождя."
"# Translate:

waist

## Footnote

She has a thin waist.","талия

## Footnote

У неё тонкая талия."
"# Translate:

demonstrative

## Footnote

This is a demonstrative example.","показательный

## Footnote

Это показательный пример."
"# Translate:

electronics

## Footnote

I study electronics at university.","электроника

## Footnote

Я учу электронику в университете."
"# Translate:

medicinal

## Footnote

This is a medicinal plant.","лекарственный

## Footnote

Это лекарственное растение."
"# Translate:

homeless person

## Footnote

The homeless person sat on the street.","бомж

## Footnote

Бомж сидел на улице."
"# Translate:

abnormal

## Footnote

His behavior was clearly abnormal.","ненормальный

## Footnote

Его поведение было явно ненормальным."
"# Translate:

embody

## Footnote

He wants to embody this idea.","воплотить

## Footnote

Он хочет воплотить эту идею."
"# Translate:

Austrian

## Footnote

This is an Austrian city.","австрийский

## Footnote

Это австрийский город."
"# Translate:

ridge

## Footnote

We saw the mountain ridge.","хребет

## Footnote

Мы видели горный хребет."
"# Translate:

Marxism

## Footnote

He studies Marxism.","марксизм

## Footnote

Он учит марксизм."
"# Translate:

to be due

## Footnote

It is due to us to wait.","надлежать

## Footnote

Нам надлежит ждать."
"# Translate:

emergency

## Footnote

This is an emergency exit.","аварийный

## Footnote

Это аварийный выход."
"# Translate:

marble

## Footnote

This is a marble table.","мраморный

## Footnote

Это мраморный стол."
"# Translate:

cent

## Footnote

I found a cent on the earth.","цент

## Footnote

Я нашёл цент на земле."
"# Translate:

patriotism

## Footnote

I know his patriotism.","патриотизм

## Footnote

Я знаю его патриотизм."
"# Translate:

ideally

## Footnote

This works ideally.","идеально

## Footnote

Это работает идеально."
"# Translate:

keeper

## Footnote

He is the keeper of this house.","хранитель

## Footnote

Он хранитель этого дома."
"# Translate:

signboard

## Footnote

I see the signboard.","вывеска

## Footnote

Я вижу вывеску."
"# Translate:

tribute

## Footnote

They paid tribute to the king.","дань

## Footnote

Они платили дань королю."
"# Translate:

imported

## Footnote

This is imported wine.","импортный

## Footnote

Это импортное вино."
"# Translate:

whine

## Footnote

He likes to whine.","ныть

## Footnote

Он любит ныть."
"# Translate:

nobleman

## Footnote

The nobleman lived in this house.","дворянин

## Footnote

Дворянин жил в этом доме."
"# Translate:

in addition

## Footnote

In addition, take this book.","вдобавок

## Footnote

Вдобавок возьми эту книгу."
"# Translate:

thirteen

## Footnote

She is thirteen.","тринадцать

## Footnote

Ей тринадцать."
"# Translate:

yacht

## Footnote

We were on a yacht today.","яхта

## Footnote

Мы были на яхте сегодня."
"# Translate:

nomination

## Footnote

He got a nomination.","номинация

## Footnote

Он получил номинацию."
"# Translate:

sandy

## Footnote

The road is sandy.","песчаный

## Footnote

Дорога песчаная."
"# Translate:

lens

## Footnote

I need a new lens.","объектив

## Footnote

Мне нужен новый объектив."
"# Translate:

to run in

## Footnote

He likes to run in to us.","забегать

## Footnote

Он любит забегать к нам."
"# Translate:

treasury

## Footnote

The treasury is empty.","казна

## Footnote

Казна пуста."
"# Translate:

pollution

## Footnote

Pollution of water is a problem.","загрязнение

## Footnote

Загрязнение воды — проблема."
"# Translate:

gnome

## Footnote

The gnome sat in the garden.","гном

## Footnote

Гном сидел в саду."
"# Translate:

alpha

## Footnote

He is the alpha here.","альфа

## Footnote

Он здесь альфа."
"# Translate:

lazily

## Footnote

He lazily sat in the chair.","лениво

## Footnote

Он лениво сидел в кресле."
"# Translate:

long-awaited

## Footnote

The long-awaited vacation finally came.","долгожданный

## Footnote

Долгожданный отпуск наконец пришёл."
"# Translate:

to comment on

## Footnote

He did not want to comment on this.","прокомментировать

## Footnote

Он не хотел прокомментировать это."
"# Translate:

to complement

## Footnote

These words complement each other.","дополнять

## Footnote

Эти слова дополняют друг друга."
"# Translate:

paternal

## Footnote

This is his paternal house.","отцовский

## Footnote

Это его отцовский дом."
"# Translate:

to clutch

## Footnote

He wants to clutch her hand.","схватиться

## Footnote

Он хочет схватиться за её руку."
"# Translate:

Maya

## Footnote

This is a Maya city.","майя

## Footnote

Это город майя."
"# Translate:

feed

## Footnote

I bought feed for the cat.","корм

## Footnote

Я купил корм для кошки."
"# Translate:

reliability

## Footnote

The reliability of this news is high.","достоверность

## Footnote

Достоверность этой новости высокая."
"# Translate:

trolleybus

## Footnote

The trolleybus stopped at the station.","троллейбус

## Footnote

Троллейбус остановился на станции."
"# Translate:

specialization

## Footnote

His specialization is history.","специализация

## Footnote

Его специализация — история."
"# Translate:

post-Soviet

## Footnote

This is a post-Soviet country.","постсоветский

## Footnote

Это постсоветская страна."
"# Translate:

flashlight

## Footnote

I lost my flashlight.","фонарик

## Footnote

Я потерял свой фонарик."
"# Translate:

spider

## Footnote

A spider sits on the wall.","паук

## Footnote

Паук сидит на стене."
"# Translate:

subscription

## Footnote

I have a subscription to a magazine.","подписка

## Footnote

У меня есть подписка на журнал."
"# Translate:

ram

## Footnote

The ram stands in the field.","баран

## Footnote

Баран стоит в поле."
"# Translate:

census

## Footnote

The census is this year.","перепись

## Footnote

Перепись в этом году."
"# Translate:

blossoming

## Footnote

This is the blossoming of art.","расцвет

## Footnote

Это расцвет искусства."
