Question,Answer
"# Translate:

fumble

## Footnote

He fumbled for the key.","нащупывать; шарить в поисках

## Footnote

Он нащупывал ключ."
"# Translate:

fan, ventilator

## Footnote

The fan keeps the room cool.","вентилятор

## Footnote

Вентилятор охлаждает комнату."
"# Translate:

zealot

## Footnote

The zealot fought for his cause.","фанатик; ревнитель

## Footnote

Фанатик боролся за своё дело."
"# Translate:

damnably

## Footnote

This work is damnably hard.","чертовски

## Footnote

Эта работа чертовски трудная."
"# Translate:

jumpy

## Footnote

He feels jumpy in the dark.","нервный; легко пугающийся

## Footnote

В темноте он нервничает."
"# Translate:

solid, substantial

## Footnote

This is a solid argument.","веский

## Footnote

Это веский аргумент."
"# Translate:

septic

## Footnote

The wound became septic.","инфицированный; заражённый

## Footnote

Рана инфицировалась."
"# Translate:

radish

## Footnote

She put a radish in the salad.","редис; редиска

## Footnote

Она положила редиску в салат."
"# Translate:

gibberish

## Footnote

This note is gibberish.","бессмыслица; тарабарщина

## Footnote

В этой записке одна бессмыслица."
"# Translate:

vintage

## Footnote

This is a vintage car.","винтажный; раритетный

## Footnote

Это раритетный автомобиль."
"# Translate:

inheritance

## Footnote

Inheritance of land can be complicated.","наследование

## Footnote

Наследование земли может быть сложным."
"# Translate:

way of life

## Footnote

This old way of life is simple.","уклад

## Footnote

Этот старый уклад жизни прост."
"# Translate:

harness

## Footnote

The dog wore a harness.","шлейка; сбруя (для лошади)

## Footnote

На собаке была шлейка."
"# Translate:

hybrid

## Footnote

This car is a hybrid.","гибрид

## Footnote

Эта машина — гибрид."
"# Translate:

receptive

## Footnote

She was receptive to the idea.","восприимчивый; открытый к идеям

## Footnote

Она открыто отнеслась к этой идее."
"# Translate:

leverage

## Footnote

He used his power as leverage.","рычаг влияния; средство воздействия

## Footnote

Он использовал свою власть как рычаг давления."
"# Translate:

skating

## Footnote

I love skating.","катание на коньках

## Footnote

Я люблю катание на коньках."
"# Translate:

fascination

## Footnote

She has a fascination with music.","сильный интерес; увлечение

## Footnote

Музыка её очень увлекает."
"# Translate:

tout

## Footnote

They tout the book.","рекламировать; расхваливать

## Footnote

Они расхваливают эту книгу."
"# Translate:

dill

## Footnote

Add dill to the soup.","укроп

## Footnote

Добавь укроп в суп."
"# Translate:

to scribble

## Footnote

He scribbled a note.","небрежно писать; черкать

## Footnote

Он наспех черкнул записку."
"# Translate:

dependent (noun)

## Footnote

She is my dependent.","иждивенец; лицо на иждивении

## Footnote

Она находится на моём иждивении."
"# Translate:

tenor

## Footnote

He is a tenor.","тенор

## Footnote

Он тенор."
"# Translate:

to perfect (verb)

## Footnote

She wants to perfect her work.","совершенствовать; доводить до совершенства

## Footnote

Она хочет усовершенствовать свою работу."
"# Translate:

accompany

## Footnote

Danger can accompany this work.","сопутствовать

## Footnote

Опасность может сопутствовать этой работе."
"# Translate:

commonwealth

## Footnote

They formed a commonwealth.","содружество

## Footnote

Они создали содружество."
"# Translate:

simmer

## Footnote

Let the soup simmer.","томиться; кипеть на медленном огне

## Footnote

Дай супу томиться на медленном огне."
"# Translate:

to facilitate

## Footnote

Good roads facilitate travel.","облегчать; способствовать

## Footnote

Хорошие дороги облегчают поездки."
"# Translate:

bulldozer

## Footnote

The bulldozer moved the soil.","бульдозер

## Footnote

Бульдозер переместил почву."
"# Translate:

forthcoming

## Footnote

The report is forthcoming.","предстоящий; ожидаемый

## Footnote

Отчёт скоро будет опубликован."
"# Translate:

bullying

## Footnote

The child faced bullying at school.","травля

## Footnote

Ребёнок столкнулся с травлей в школе."
"# Translate:

imaginative

## Footnote

The story is imaginative.","творческий; с богатым воображением

## Footnote

Рассказ полон фантазии."
"# Translate:

to bark, to snap

## Footnote

He snapped at me.","рявкнуть

## Footnote

Он рявкнул на меня."
"# Translate:

claustrophobic

## Footnote

He is claustrophobic in small rooms.","страдающий клаустрофобией; боящийся замкнутых пространств

## Footnote

Он боится находиться в маленьких закрытых помещениях."
"# Translate:

lingerie

## Footnote

She bought new lingerie.","нижнее бельё

## Footnote

Она купила новое нижнее бельё."
"# Translate:

benchmark

## Footnote

We use this as a benchmark.","ориентир; точка отсчёта

## Footnote

Мы используем это как ориентир."
"# Translate:

flowery (figurative)

## Footnote

His speech was flowery.","витиеватый; цветистый

## Footnote

Его речь была витиеватой."
"# Translate:

enunciation

## Footnote

His enunciation was clear.","дикция; чёткость произношения

## Footnote

Его дикция была чёткой."
"# Translate:

to degrade

## Footnote

They degraded him in front of others.","унижать; обращаться унизительно

## Footnote

Они унижали его при других."
"# Translate:

drown, sink

## Footnote

He tried to sink the boat.","утопить

## Footnote

Он пытался утопить лодку."
"# Translate:

to swish

## Footnote

The leaves swished in the wind.","шуршать; шелестеть

## Footnote

Листья шуршали на ветру."
"# Translate:

to zap

## Footnote

The wire zapped him.","ударить током; шарахнуть током (разг.)

## Footnote

Провод ударил его током."
"# Translate:

to excel

## Footnote

She excels at school.","преуспевать; отлично справляться

## Footnote

Она преуспевает в школе."
"# Translate:

to settle down (become calm)

## Footnote

The children settled down.","успокоиться; утихнуть

## Footnote

Дети успокоились."
"# Translate:

to trip (verb)

## Footnote

He tripped on the step.","споткнуться

## Footnote

Он споткнулся о ступеньку."
"# Translate:

projection, mapping

## Footnote

I see the projection on the wall.","проекция

## Footnote

Я вижу проекцию на стене."
"# Translate:

pony

## Footnote

The pony ran fast.","пони; небольшая лошадь

## Footnote

Пони быстро бежал."
"# Translate:

perky

## Footnote

The perky child smiled.","бодрый; жизнерадостный

## Footnote

Жизнерадостный ребёнок улыбнулся."
"# Translate:

miss, slip

## Footnote

That was a miss.","промах

## Footnote

Это был промах."
"# Translate:

stealth

## Footnote

The cat moved with stealth.","скрытность; незаметность

## Footnote

Кошка двигалась незаметно."
"# Translate:

to sink (a plan)

## Footnote

The delay sank our plan.","сорвать; провалить (план)

## Footnote

Задержка сорвала наш план."
"# Translate:

goal

## Footnote

He scored a goal.","гол (в спорте); цель

## Footnote

Он забил гол."
"# Translate:

bribery

## Footnote

Bribery is a crime.","взяточничество; подкуп

## Footnote

Взяточничество — преступление."
"# Translate:

to enter (information)

## Footnote

Enter your name here.","ввести; вписать (данные)

## Footnote

Введите здесь своё имя."
"# Translate:

carrier (airline/transport company)

## Footnote

The carrier flies to Moscow.","перевозчик; авиаперевозчик

## Footnote

Перевозчик выполняет рейсы в Москву."
"# Translate:

lupine

## Footnote

She heard a lupine howl.","волчий; волкоподобный

## Footnote

Она услышала волчий вой."
"# Translate:

venue

## Footnote

The venue is near the station.","место проведения; площадка

## Footnote

Место проведения находится рядом со станцией."
"# Translate:

chug

## Footnote

He chugged a glass of water.","залпом выпить

## Footnote

Он залпом выпил стакан воды."
"# Translate:

train, coach

## Footnote

I train my dog daily.","тренировать

## Footnote

Я тренирую свою собаку каждый день."
"# Translate:

to smother

## Footnote

The blanket smothered the fire.","душить; накрыть и потушить (огонь)

## Footnote

Одеяло накрыло и потушило огонь."
"# Translate:

blowout

## Footnote

The game was a blowout.","разгром; разгромная победа

## Footnote

Матч закончился разгромом."
"# Translate:

billfold

## Footnote

He put the cash in his billfold.","бумажник; складной бумажник

## Footnote

Он положил наличные в бумажник."
"# Translate:

omelet

## Footnote

She ate an omelet for breakfast.","омлет

## Footnote

Она съела омлет на завтрак."
"# Translate:

tacky

## Footnote

The room looked tacky.","безвкусный; вульгарный

## Footnote

Комната выглядела безвкусно."
"# Translate:

possessive

## Footnote

He is possessive about his things.","собственнический; не желающий делиться

## Footnote

Он не любит делиться своими вещами."
"# Translate:

tyranny

## Footnote

The people fought against tyranny.","тирания

## Footnote

Люди боролись против тирании."
"# Translate:

bland

## Footnote

The food is bland.","пресный; безвкусный

## Footnote

Еда пресная."
"# Translate:

imperative

## Footnote

It is imperative to wait.","крайне важный; необходимый

## Footnote

Ждать крайне важно."
"# Translate:

tortoise

## Footnote

The tortoise lives on land.","сухопутная черепаха

## Footnote

Сухопутная черепаха живёт на суше."
"# Translate:

takeoff

## Footnote

The plane is ready for takeoff.","взлёт

## Footnote

Самолёт готов к взлёту."
"# Translate:

coral

## Footnote

Coral grows in warm seas.","коралл

## Footnote

Кораллы растут в тёплых морях."
"# Translate:

charger

## Footnote

I need a charger for the battery.","зарядное устройство

## Footnote

Мне нужно зарядное устройство для батареи."
"# Translate:

to rephrase

## Footnote

Please rephrase the question.","переформулировать

## Footnote

Переформулируйте вопрос, пожалуйста."
"# Translate:

arcade

## Footnote

They played at the arcade.","зал игровых автоматов

## Footnote

Они играли в зале игровых автоматов."
"# Translate:

florist

## Footnote

The florist sells flowers.","флорист; продавец цветов

## Footnote

Флорист продаёт цветы."
"# Translate:

to peddle

## Footnote

He peddled fruit on the street.","торговать вразнос; продавать

## Footnote

Он торговал фруктами на улице."
"# Translate:

subconscious, subliminal

## Footnote

This is a subconscious fear.","подсознательный

## Footnote

Это подсознательный страх."
"# Translate:

uproar

## Footnote

The news caused an uproar.","шум; буря возмущения

## Footnote

Эта новость вызвала бурю возмущения."
"# Translate:

immense

## Footnote

The room is immense.","огромный; необъятный

## Footnote

Комната огромная."
"# Translate:

to harbor (a feeling)

## Footnote

He harbors anger.","таить; питать (чувство)

## Footnote

Он таит гнев."
"# Translate:

manipulative

## Footnote

That trick is manipulative.","манипулятивный; склонный манипулировать людьми

## Footnote

Этот приём направлен на манипуляцию."
"# Translate:

partake

## Footnote

We will partake of the meal.","отведать; вкушать

## Footnote

Мы отведаем эту еду."
"# Translate:

to dine

## Footnote

We will dine together.","ужинать

## Footnote

Мы поужинаем вместе."
"# Translate:

to mix up

## Footnote

Do not mix up the names.","путать; перепутать

## Footnote

Не путай имена."
"# Translate:

accordance

## Footnote

The plan is in accordance with the law.","соответствие; в соответствии с

## Footnote

План соответствует закону."
"# Translate:

overly

## Footnote

This room is overly warm.","чрезмерно; слишком

## Footnote

В этой комнате слишком тепло."
"# Translate:

underwriter

## Footnote

The underwriter approved the loan.","андеррайтер; специалист по оценке риска

## Footnote

Андеррайтер одобрил кредит."
"# Translate:

to raise (a child)

## Footnote

They raise their son.","растить; воспитывать (ребёнка)

## Footnote

Они растят своего сына."
"# Translate:

pushy

## Footnote

He is pushy.","навязчивый; слишком напористый

## Footnote

Он навязчивый."
"# Translate:

reallocation

## Footnote

The reallocation of funds helped us.","перераспределение (ресурсов/средств)

## Footnote

Перераспределение средств помогло нам."
"# Translate:

fend

## Footnote

She fended off the dog.","отбиваться; защищаться

## Footnote

Она отогнала собаку."
"# Translate:

guidance (in a guidance system)

## Footnote

The guidance system is new.","наведение

## Footnote

Система наведения новая."
"# Translate:

aftermath

## Footnote

The aftermath of the storm was terrible.","последствия; последствия события

## Footnote

Последствия шторма были тяжёлыми."
"# Translate:

to flicker

## Footnote

The light flickers.","мерцать

## Footnote

Свет мерцает."
"# Translate:

palate

## Footnote

The doctor checked her palate.","нёбо

## Footnote

Врач осмотрел её нёбо."
"# Translate:

topicality

## Footnote

The topicality of this question is clear.","актуальность

## Footnote

Актуальность этого вопроса очевидна."
"# Translate:

hurdle

## Footnote

Time can be a hurdle.","препятствие

## Footnote

Время может стать препятствием."
"# Translate:

Marxian

## Footnote

He wrote a Marxian analysis.","марксистский

## Footnote

Он написал марксистский анализ."
"# Translate:

misty

## Footnote

The morning is misty.","туманный; окутанный дымкой

## Footnote

Утро туманное."
"# Translate:

crispy

## Footnote

The bread stayed crispy.","хрустящий

## Footnote

Хлеб остался хрустящим."
"# Translate:

hillock

## Footnote

A hillock rose near the house.","холмик; бугорок

## Footnote

У дома возвышался холмик."
"# Translate:

case, cover

## Footnote

The case protects my camera.","чехол

## Footnote

Чехол защищает мой фотоаппарат."
"# Translate:

to pore over

## Footnote

She pored over the map.","внимательно изучать; вчитываться

## Footnote

Она внимательно изучала карту."
"# Translate:

edge (of a blade)

## Footnote

The blade has a sharp edge.","режущая кромка; лезвие

## Footnote

У клинка острая режущая кромка."
"# Translate:

playbill (theatre program)

## Footnote

I read the playbill before the show.","театральная программка

## Footnote

Я прочитал театральную программку перед спектаклем."
"# Translate:

brisk

## Footnote

We took a brisk walk.","быстрый; бодрый

## Footnote

Мы быстро прогулялись."
"# Translate:

blob

## Footnote

A blob of paint landed on the floor.","комок; клякса

## Footnote

На пол упала клякса краски."
"# Translate:

abstract (noun: short summary)

## Footnote

I read the abstract before the article.","аннотация; краткое содержание

## Footnote

Я прочитал аннотацию перед статьёй."
"# Translate:

subsidiary

## Footnote

This is a subsidiary company.","дочерний; дочерняя компания (существительное)

## Footnote

Это дочерняя компания."
"# Translate:

marvel

## Footnote

The bridge is a marvel.","чудо; поразительная вещь

## Footnote

Этот мост — настоящее чудо."
"# Translate:

to repair

## Footnote

I need to repair my chair.","чинить; ремонтировать

## Footnote

Мне нужно починить стул."
"# Translate:

ripple

## Footnote

A ripple moves across the water.","рябь; волна на воде

## Footnote

По воде расходится рябь."
"# Translate:

acquisition (of language/skills)

## Footnote

Language acquisition takes time.","усвоение; освоение (языка/навыков)

## Footnote

Освоение языка требует времени."
"# Translate:

practice

## Footnote

They are practicing this movement.","практика (существительное); практиковаться, отрабатывать (глагол)

## Footnote

Они отрабатывают это движение."
"# Translate:

orchestrate

## Footnote

They orchestrated the event.","скоординировать; организовать

## Footnote

Они тщательно организовали это мероприятие."
"# Translate:

in total

## Footnote

There were ten people in total.","всего; в общей сложности

## Footnote

Итого было десять человек."
"# Translate:

entice

## Footnote

The smell enticed him inside.","заманивать; соблазнять

## Footnote

Запах заманил его внутрь."
"# Translate:

subversive

## Footnote

The book has a subversive message.","подрывной; направленный на подрыв существующего порядка

## Footnote

В книге есть подрывной посыл."
"# Translate:

benign

## Footnote

The doctor said it was benign.","доброкачественный; безвредный

## Footnote

Врач сказал, что образование доброкачественное."
"# Translate:

rectify

## Footnote

We must rectify this error.","исправлять; устранять

## Footnote

Мы должны исправить эту ошибку."
"# Translate:

graceful

## Footnote

The bird made a graceful turn.","грациозный; изящный

## Footnote

Птица изящно повернулась."
"# Translate:

tessellation

## Footnote

The pattern forms a tessellation.","замощение; тесселяция (геом.)

## Footnote

Узор образует замощение."
"# Translate:

to soak through

## Footnote

I got soaked through in the rain.","промокнуть насквозь

## Footnote

Я промок насквозь под дождём."
"# Translate:

resilient (material)

## Footnote

This material is resilient.","упругий; восстанавливающий форму

## Footnote

Этот материал упругий."
"# Translate:

lollipop

## Footnote

The child has a lollipop.","леденец на палочке

## Footnote

У ребёнка есть леденец на палочке."
"# Translate:

bloody (covered with blood)

## Footnote

The knife was bloody.","окровавленный; в крови

## Footnote

Нож был весь в крови."
"# Translate:

headman

## Footnote

The village headman spoke to us.","староста; глава деревни/группы

## Footnote

Староста деревни поговорил с нами."
"# Translate:

break, snap

## Footnote

He will break their will.","сломить

## Footnote

Он сломит их волю."
"# Translate:

khaki

## Footnote

He wore a khaki shirt.","хаки; цвета хаки

## Footnote

На нём была рубашка цвета хаки."
"# Translate:

propriety

## Footnote

He has no sense of propriety.","приличие; правила приличия

## Footnote

У него нет чувства приличия."
"# Translate:

obligatory

## Footnote

This step is obligatory.","обязательный

## Footnote

Этот шаг обязателен."
"# Translate:

leak, leakage

## Footnote

There was a leak of water.","утечка

## Footnote

Была утечка воды."
